KM,Año,Combustible,Ciudad,Nº puertas,Garantía,Cambio,Color,Carrocería,Marca,Modelo,Versión,Potencia,Tipo de carrocería,Velocidad máxima,Aceleracion,Consumo,Emisiones,Dimensiones,Etiqueta medioambiental,Precio
52.391,2022,Gasolina,Mijas,5,Sí,Manual ,Gris,Todoterreno,Jeep,Compass,Compass Limited 1.3 GSE T4 96 kW (130 CV),130 CV,Todoterreno,192 km/h,10.3 s,6.9 l/100km,g CO2/km,4394 mm / 1819 mm / 1624 mm,C,26.821€
39.719,2020,Diésel,Mijas,5,Sí,Manual ,Rojo,Todoterreno,Hyundai,TUCSON,Tucson 1.6 CRDi 85 kW (116 CV) 4x2 Essence,116 CV,Todoterreno,175 km/h,11.8 s,5.5 l/100km,120g CO2/km,4480 mm / 1850 mm / 1645 mm,C,19.790€
39.866,2021,Gasolina,Mijas,5,Sí,Manual ,Gris,Berlina,Hyundai,i20,"i20 1.2 MPi 61,8 kW (84 CV) Klass",84 CV,Turismo,173 km/h,13.1 s,5.3 l/100km,g CO2/km,4040 mm / 1775 mm / 1450 mm,C,14.690€
12,2023,Gasolina,Castellon,5,Sí,Manual ,Gris,Berlina,Peugeot,208,208 Allure Pack PureTech 100 S&S,100 CV,Turismo,188 km/h,9.9 s,5.1 l/100km,g CO2/km,4055 mm / 1745 mm / 1430 mm,C,21.700€
20.467,2021,Gasolina,Castellon,3,Sí,Manual ,Blanco,Berlina,Fiat,500,500 Cult 1.0 Hybrid 51 kW (70 CV),70 CV,Turismo,167 km/h,13.8 s,5.1 l/100km,g CO2/km,3571 mm / 1627 mm / 1488 mm,ECO,13.800€
55.300,2019,Gasolina,Zaragoza,5,Sí,Manual ,Gris,Monovolumen,Peugeot,Rifter,Rifter NAV+ Standard PureTech 110,110 CV,Vehículo comercial,174 km/h, s,7 l/100km,125g CO2/km,4403 mm / 1848 mm / 1796 mm,C,19.700€
10,2023,Híbrido (Gasolina),Sabadell,5,Sí,Automático ,Blanco,Berlina,False,False,False,150 CV,False,False,False,False,False,False,False,29.900€
10,2023,Híbrido (Gasolina),Sabadell,5,Sí,Automático ,Negro,Berlina,False,False,False,150 CV,False,False,False,False,False,False,False,29.900€
70.499,2018,Gasolina,Lliçà D'amunt,False,Sí,Manual ,Plata,Todoterreno,Hyundai,TUCSON,Tucson 2.0 CVVT Comfort 4x2 Full,,Todoterreno,180 km/h,10.4 s,8 l/100km,190g CO2/km,4325 mm / 1830 mm / 1730 mm,C,17.990€
32.644,2022,Híbrido (Gasolina),Mahon,5,Sí,Automático ,Blanco,Utilitario,False,False,False,83 CV,False,False,False,False,False,False,False,17.450€
42.094,2022,Gasolina,Riba Roja del Turia,5,Sí,Manual ,Blanco,Todoterreno,Volkswagen,Taigo,Taigo R-Line 1.0 TSI 81 kW (110 CV),110 CV,Todoterreno,191 km/h,10.4 s,5.5 l/100km,g CO2/km,4266 mm / 1757 mm / 1518 mm,C,19.700€
54.024,2021,Gasolina,Mahon,5,Sí,Manual ,Azul,Todoterreno,SEAT,Arona,Arona 1.0 EcoTSI 85 kW (115 CV) Start/Stop Xcellence,110 CV,Todoterreno,182 km/h,9.8 s,4.9 l/100km,113g CO2/km,4138 mm / 1780 mm / 1552 mm,C,15.350€
24.168,2023,Gasolina,Palma de Mallorca,5,Sí,Manual ,Rojo,Berlina,SEAT,Ibiza,Ibiza 1.0 TSI 81 kW (110 CV) Style,110 CV,Turismo,195 km/h,10.2 s,5 l/100km,g CO2/km,4059 mm / 1780 mm / 1444 mm,C,18.700€
54.428,2021,Gasolina,Mahon,5,Sí,Manual ,Blanco,Utilitario,Ford,Fiesta,Fiesta 5p Titanium 1.0 EcoBoost 100 CV,95 CV,Turismo,180 km/h,11.2 s,4.5 l/100km,105g CO2/km,3969 mm / 1722 mm / 1495 mm,C,14.100€
47.419,2021,Gasolina,Mahon,5,Sí,Manual ,Gris,Todoterreno,Fiat,500X,500X 1.0 Firefly Turbo 88 kW (120 CV) Urban,120 CV,Todoterreno,188 km/h,10.9 s,5.8 l/100km,131g CO2/km,4264 mm / 1796 mm / 1595 mm,C,16.150€
115.000,2020,Diésel,Benalup,5,Sí,Manual ,Gris,Familiar,Ford,Focus,Focus Berlina Trend+ 1.5 TDCi 70 kW (95 CV),95 CV,Turismo,182 km/h,12 s,3.8 l/100km,105g CO2/km,4358 mm / 1823 mm / 1484 mm,C,14.900€
28.809,2022,Gasolina,Málaga,5,Sí,Manual ,Blanco,Berlina,Peugeot,208,208 GT PureTech 100 S&S,100 CV,Turismo,188 km/h,9.9 s,5.2 l/100km,g CO2/km,4055 mm / 1745 mm / 1430 mm,C,16.795€
1,2023,Gasolina,València,5,Sí,Manual ,Gris,Todoterreno,Fiat,500X,500X 1.0 Firefly T3 88 kW (120 CV),120 CV,Todoterreno,192 km/h,10.7 s,6.2 l/100km,g CO2/km,4264 mm / 1796 mm / 1595 mm,C,21.400€
155.000,2010,Gasolina,Sabadell,5,Sí,Automático ,Negro,Todoterreno,Land Rover,Range Rover,Range Rover 5.0 V8 Supercharged,510 CV,Todoterreno,225 km/h,6.2 s,14.9 l/100km,348g CO2/km,4972 mm / 2034 mm / 1877 mm,C,26.200€
27.092,2022,Híbrido (Gasolina),Rivas Vaciamadrid,3,Sí,Manual ,Gris,Berlina,False,False,False,70 CV,False,False,False,False,False,False,False,12.490€
84.266,2021,Diésel,Rivas Vaciamadrid,5,Sí,Automático ,Blanco,Berlina,Citroen,C4,C4 BlueHDi 130 S&S EAT8 Feel Pack,130 CV,Turismo,210 km/h,9.5 s,4.6 l/100km,g CO2/km,4360 mm / 1800 mm / 1525 mm,C,18.390€
81.949,2020,Gasolina,Valencia,5,Sí,Manual ,Azul,Berlina,KIA,Ceed,Ceed 5p 1.4 T-GDi GT Line 103 kW (140 CV),140 CV,Turismo,210 km/h,8.9 s,5.8 l/100km,132g CO2/km,4325 mm / 1800 mm / 1442 mm,C,20.490€
55.620,2019,Diésel,Pamplona,5,Sí,Manual ,Otros,Berlina,Renault,Clio,Clio 5p Business 1.5 dCi 85cv eco2,85 CV,Turismo,174 km/h,12.7 s,4.4 l/100km,117g CO2/km,3986 mm / 1707 mm / 1496 mm,B,13.290€
80.325,2017,Gasolina,Burgos,5,Sí,Manual ,Rojo,Todoterreno,False,False,False,130 CV,False,False,False,False,False,False,False,14.990€
92.811,2018,Gasolina,Gijón,5,Sí,Manual ,Gris,Monovolumen,Citroen,C4 SpaceTourer,C4 SpaceTourer PureTech 130 S&S Shine,130 CV,Monovolumen,200 km/h,9.6 s,5.2 l/100km,119g CO2/km,4438 mm / 1826 mm / 1610 mm,C,16.990€
37.514,2020,Gasolina,Pamplona,5,Sí,Manual ,Otros,Berlina,Opel,Corsa,Corsa 1.2T 74 kW (100 CV) GS Line,100 CV,Turismo,188 km/h,9.9 s,4.2 l/100km,96g CO2/km,4060 mm / 1765 mm / 1435 mm,C,13.790€
56.908,2017,Gasolina,Irun,5,Sí,Manual ,Gris,Berlina,Nissan,Micra,Micra IG-T 66 kW (90 CV) S&S Visia+,90 CV,Turismo,175 km/h,12.1 s,4.4 l/100km,99g CO2/km,3999 mm / 1743 mm / 1455 mm,C,13.890€
39.428,2018,Gasolina,Marbella,2,Sí,Automático ,Gris,Cabriolet,BMW,4 Series,430i Coupé,252 CV,Coupé,250 km/h,5.8 s,5.5 l/100km,129g CO2/km,4640 mm / 1825 mm / 1377 mm,C,38.490€
106.864,2016,Gasolina,Pamplona,5,Sí,Manual ,Otros,Familiar,Peugeot,308,308 SW Style 1.2 PureTech 130 S&S,130 CV,Turismo familiar,205 km/h,10 s,4.6 l/100km,106g CO2/km,4585 mm / 1804 mm / 1471 mm,C,12.490€
88.140,2018,Gasolina,València,5,Sí,Manual ,Gris,Todoterreno,Mitsubishi,Eclipse Cross,Eclipse Cross 150T Challenge 2WD,163 CV,Todoterreno,205 km/h,10.3 s,6.6 l/100km,151g CO2/km,4405 mm / 1805 mm / 1685 mm,C,17.490€
106.179,2019,Gasolina,Sevilla,5,Sí,Manual ,Azul,Berlina,Peugeot,308,308 5p Style 1.2 PureTech 110 S&S,110 CV,Turismo,201 km/h, s,5 l/100km,115g CO2/km,4253 mm / 1804 mm / 1472 mm,C,9.990€
187.647,2011,Gasolina,Alcalá de Henares,3,Sí,Automático ,Rojo,Berlina,Volkswagen,Polo,Polo 5p GTI 1.4 TSI 180 CV DSG 7 vel.,180 CV,Turismo,229 km/h,6.9 s,5.9 l/100km,138g CO2/km,3976 mm / 1682 mm / 1452 mm,C,10.990€
87.500,2017,Diésel,Zaragoza,5,Sí,Automático ,Negro,Todoterreno,Ford,KUGA,Kuga ST-Line 1.5 TDCi Auto-Start-Stop 88 kW (120 CV) 4x2 PowerShift,120 CV,Todoterreno,171 km/h,12.4 s,4.8 l/100km,124g CO2/km,4531 mm / 1838 mm / 1703 mm,C,17.990€
53.565,2020,Diésel,Sevilla,5,Sí,Automático ,Blanco,Todoterreno,Volvo,XC60,S40 R-DESIGN D4 Aut.,190 CV,Turismo,215 km/h,8.8 s,5.6 l/100km,149g CO2/km,4476 mm / 1770 mm / 1454 mm,B,33.980€
72.777,2021,Diésel,Rivas Vaciamadrid,5,Sí,Manual ,Gris,Berlina,Volkswagen,Golf,Golf Life 2.0 TDI 85 kW (115 CV),115 CV,Turismo,202 km/h,10.2 s,4.5 l/100km,g CO2/km,4284 mm / 1789 mm / 1456 mm,C,21.390€
101.740,2016,Diésel,Alicante,5,Sí,Manual ,Gris,Berlina,SEAT,Leon,León ST 2.0 TDI CR 150 CV Start&Stop FR,150 CV,Turismo familiar,215 km/h,8.6 s,4.4 l/100km,112g CO2/km,4543 mm / 1816 mm / 1439 mm,C,14.890€
112.800,2017,Gasolina,Madrid,5,Sí,Manual ,Blanco,Familiar,SEAT,Leon,León ST 1.4 TSI 125 CV Start&Stop X-PERIENCE,125 CV,Turismo familiar,200 km/h,9.7 s,5.3 l/100km,122g CO2/km,4543 mm / 1816 mm / 1481 mm,C,17.390€
118.000,2015,Gasolina,Rivas Vaciamadrid,3,Sí,Manual ,Negro,Berlina,SEAT,Ibiza,Ibiza SC 1.2 TSI 90 CV Reference Connect,90 CV,Turismo,184 km/h,10.7 s,4.9 l/100km,116g CO2/km,4043 mm / 1693 mm / 1428 mm,C,8.790€
107.400,2021,Gasolina,Finestrat,5,Sí,Manual ,Rojo,Todoterreno,SEAT,Ateca,Ateca 1.0 TSI 85 kW (115 CV) Start&Stop Style Ecomotive,110 CV,Todoterreno,183 km/h,10.7 s,5.4 l/100km,123g CO2/km,4363 mm / 1841 mm / 1601 mm,C,17.990€
22.886,2022,Gasolina,Paterna,5,Sí,Manual ,Blanco,Todoterreno,Renault,Captur,Captur Techno TCe 67 kW (90 CV),91 CV,Todoterreno,168 km/h,14 s,5.8 l/100km,g CO2/km,4227 mm / 1797 mm / 1576 mm,C,18.990€
115.000,2014,Diésel,Valladolid,5,Sí,Manual ,Marrón,Berlina,Peugeot,308,308 5p Access 1.6 HDi 92 FAP,92 CV,Turismo,181 km/h,12.4 s,4.2 l/100km,110g CO2/km,4276 mm / 1815 mm / 1498 mm,B,7.990€
79.104,2020,Diésel,Ourense,5,Sí,Automático ,Otros,Todoterreno,Peugeot,3008,3008 Allure 1.6 BlueHDi 120 EAT6,130 CV,Monovolumen,181 km/h,12.4 s,4.3 l/100km,112g CO2/km,4365 mm / 1837 mm / 1639 mm,C,22.990€
106.995,2018,Gas Licuado (GLP),Olías del Rey,5,Sí,Manual ,Otros,Todoterreno,Opel,Mokka X,Mokka X Selective 1.4 Turbo GLP 103 kW (140 CV) 4x2,140 CV,Todoterreno,197 km/h,10.2 s,4.3 l/100km,124g CO2/km,4275 mm / 1781 mm / 1658 mm,ECO,11.990€
68.000,2021,Gasolina,Reus,5,Sí,Automático ,Azul,Berlina,Opel,Corsa,Corsa 1.2T 74 kW (100 CV) AT8 Elegance,100 CV,Turismo,188 km/h,10.8 s,4.3 l/100km,99g CO2/km,4060 mm / 1765 mm / 1435 mm,C,14.290€
100.007,2021,Gasolina,Córdoba,5,Sí,Manual ,Rojo,Todoterreno,Nissan,Juke,Juke DIG-T 84 kW (114 CV) N-Connecta,114 CV,Todoterreno,180 km/h,10.7 s,5.8 l/100km,g CO2/km,4210 mm / 1800 mm / 1595 mm,C,15.990€
138.900,2018,Diésel,San Fernando de Henares,5,Sí,Automático ,Azul,Todoterreno,Mercedes-Benz,GLE,GLE 250 d 4MATIC,204 CV,Todoterreno,210 km/h,8.6 s,5.9 l/100km,155g CO2/km,4819 mm / 1935 mm / 1796 mm,C,34.990€
135.567,2016,Diésel,Sabadell,5,Sí,Automático ,Blanco,Familiar,Mercedes-Benz,Clase C,C 220 d 4MATIC Estate,170 CV,Turismo familiar,223 km/h,7.9 s,5 l/100km,129g CO2/km,4702 mm / 1810 mm / 1457 mm,C,21.990€
22.444,2022,Diésel,Rivas Vaciamadrid,5,Sí,Automático ,Gris,Monovolumen,Mercedes-Benz,Clase B,B 180 CDI Autotronic,116 CV,Monovolumen,178 km/h,11.8 s,5.6 l/100km,148g CO2/km,4273 mm / 1777 mm / 1603 mm,B,29.490€
97.283,2013,Gasolina,León,4,Sí,Automático ,Rojo,Berlina,Mercedes-Benz,CLA,S 63 AMG Largo,360 CV,Turismo,250 km/h,6 s,13.4 l/100km,g CO2/km,5158 mm / 1855 mm / 1444 mm,Sin etiqueta,32.490€
71.126,2022,Híbrido (Gasolina),Vic,5,Sí,Manual ,Verde,Todoterreno,False,False,False,150 CV,False,False,False,False,False,False,False,25.990€
52.100,2021,Gasolina,Madrid,5,Sí,Manual ,Otros,Todoterreno,Hyundai,Kona,Kona 1.0 T-GDI 88 kW (120 CV) 4x2 Tecno,120 CV,Todoterreno,181 km/h,12 s,6.3 l/100km,120g CO2/km,4165 mm / 1800 mm / 1550 mm,C,16.190€
56.346,2021,Gasolina,Rivas Vaciamadrid,5,Sí,Manual ,Azul,Todoterreno,Hyundai,Kona,Kona 1.0 T-GDI 88 kW (120 CV) 4x2 Tecno,120 CV,Todoterreno,181 km/h,12 s,6.3 l/100km,120g CO2/km,4165 mm / 1800 mm / 1550 mm,C,16.390€
32.802,2022,Híbrido (Gasolina),Valencia,5,Sí,Manual ,Blanco,Berlina,False,False,False,125 CV,False,False,False,False,False,False,False,18.990€
56.039,2021,Gasolina,Rivas Vaciamadrid,5,Sí,Manual ,Gris,Berlina,Ford,Fiesta,Fiesta Active 1.0 EcoBoost 70 kW (95 CV) S/S,95 CV,Turismo,180 km/h,10.9 s,5.3 l/100km,g CO2/km,4068 mm / 1756 mm / 1498 mm,C,15.890€
51.937,2021,Gasolina,Rivas Vaciamadrid,5,Sí,Manual ,Azul,Berlina,Ford,Fiesta,Fiesta Active 1.0 EcoBoost 70 kW (95 CV) S/S,95 CV,Turismo,180 km/h,10.9 s,5.3 l/100km,g CO2/km,4068 mm / 1756 mm / 1498 mm,C,15.890€
113.554,2019,Diésel,Vilagarcía de Arousa,5,Sí,Automático ,Otros,Todoterreno,DS,7,7 Crossback BlueHDi 180 Automático La Première,180 CV,Todoterreno,215 km/h,9.9 s,4.9 l/100km,128g CO2/km,4570 mm / 1895 mm / 1620 mm,C,21.990€
92.252,2015,Diésel,Valladolid,5,Sí,Manual ,Gris,Monovolumen,Dacia,Lodgy,Lodgy Laureate dCi 110 CV 7 plazas,107 CV,Monovolumen,175 km/h,11.6 s,4.4 l/100km,116g CO2/km,4498 mm / 1751 mm / 1680 mm,B,10.990€
72.000,2019,Gasolina,Vilanova i la Geltrú,5,Sí,Automático ,Gris,Todoterreno,Cupra,Ateca,Ateca 2.0 TSI 221 kW (300 CV) 4Drive DSG 7 vel.,300 CV,Todoterreno,247 km/h,4.9 s,8.5 l/100km,g CO2/km,4376 mm / 1841 mm / 1611 mm,C,29.390€
99.750,2019,Diésel,Rivas Vaciamadrid,5,Sí,Automático ,Gris,Monovolumen,Citroen,C4 SpaceTourer,C4 SpaceTourer BlueHDi 130 S&S Shine EAT8,130 CV,Monovolumen,198 km/h,10.2 s,4 l/100km,105g CO2/km,4438 mm / 1826 mm / 1610 mm,C,15.790€
21.486,2018,Eléctrico,Rivas Vaciamadrid,5,Sí,Automático ,Blanco,Berlina,BMW,i3,i3s 94Ah,170 CV,Monovolumen,160 km/h,6.9 s, l/100km,0g CO2/km,4006 mm / 1791 mm / 1590 mm,Cero,19.890€
30.800,2019,Diésel,Madrid,5,Sí,Manual ,Negro,Berlina,Audi,A3,A3 Sportback 30 TDI,116 CV,Turismo,205 km/h,10.4 s,4.5 l/100km,118g CO2/km,4313 mm / 1785 mm / 1426 mm,C,22.390€
178.000,2019,Diésel,Numancia de la Sagra,5,Sí,Automático ,Blanco,Todoterreno,Volkswagen,Tiguan,Tiguan Advance 2.0 TDI 110 kW (150 CV) DSG 7 vel.,149 CV,Todoterreno,202 km/h,9.3 s,4.8 l/100km,127g CO2/km,4486 mm / 1839 mm / 1654 mm,C,25.850€
74.891,2020,Diésel,Santa Margalida,False,Sí,Manual ,Blanco,Furgoneta,Citroen,Jumpy,Jumpy Combi Talla XS BlueHDi 100 Confort 5 plazas,,Vehículo comercial,145 km/h, s,5.2 l/100km,159g CO2/km,4609 mm / 1920 mm / 1905 mm,C,22.022€
40.344,2018,Eléctrico,Santa Margalida,False,Sí,Automático ,Blanco,Furgoneta,Citroen,Berlingo,E-Berlingo Multispace LIVE,,Vehículo comercial,110 km/h,19.5 s, l/100km,0g CO2/km,4380 mm / 1810 mm / 1810 mm,Cero,14.600€
81.050,2013,Gasolina,Molins de Rei,5,Sí,Manual ,Blanco,Berlina,Ford,C-MAX,C-MAX Titanium 1.0 EcoBoost Auto-Start-Stop 125 CV,125 CV,Monovolumen,187 km/h,11.4 s,5.1 l/100km,117g CO2/km,4380 mm / 1828 mm / 1626 mm,C,9.990€
51.030,2022,Gasolina,Alcalá de Henares,5,Sí,Manual ,Blanco,Todoterreno,KIA,Sportage,Sportage Drive 1.6 T-GDI MHEV 110 kW (150 CV) 4x2,150 CV,Todoterreno,189 km/h,10.3 s,6.5 l/100km,g CO2/km,4515 mm / 1865 mm / 1645 mm,ECO,23.890€
113.387,2019,Diésel,Alcalá de Henares,5,Sí,Automático ,Negro,Todoterreno,SEAT,Ateca,Ateca 1.6 TDI 85 kW (115 CV) DSG-7 Start&Stop Xcellence Ecomotive,115 CV,Todoterreno,184 km/h,11.5 s,4.9 l/100km,128g CO2/km,4363 mm / 1841 mm / 1601 mm,C,17.490€
157.303,2016,Gasolina,Alcalá de Henares,5,Sí,Manual ,Blanco,Berlina,Peugeot,3008,3008 Crossway 1.2 PureTech 130 S&S,130 CV,Monovolumen,199 km/h,10.8 s,5.2 l/100km,120g CO2/km,4365 mm / 1837 mm / 1639 mm,C,10.890€
506.999,2021,Híbrido (Diésel),Ajalvir,False,Sí,Manual ,Blanco,Furgoneta,False,False,False,128 CV,False,False,False,False,False,False,False,17.988€
85.000,2016,Gasolina,Palma de Mallorca,5,Sí,Manual ,Gris,Turismo,Volkswagen,Polo,Polo 5p Advance 1.0 75 CV BMT,75 CV,Turismo,173 km/h,14.3 s,4.8 l/100km,108g CO2/km,3972 mm / 1682 mm / 1453 mm,C,10.300€
99.000,2016,Gasolina,Palma de Mallorca,5,Sí,Manual ,Blanco,Berlina,Opel,Corsa,Corsa 5p Excellence 1.4 90 CV,90 CV,Turismo,175 km/h,13.2 s,5.2 l/100km,120g CO2/km,4021 mm / 1746 mm / 1481 mm,C,9.200€
77.000,2013,Diésel,Palma de Mallorca,5,Sí,Manual ,Negro,Monovolumen,Hyundai,iX20,ix20 1.6 CRDi 115 CV SLE BlueDrive,116 CV,Monovolumen,182 km/h,11.5 s,4.4 l/100km,117g CO2/km,4100 mm / 1765 mm / 1600 mm,B,10.500€
130.000,2003,Diésel,Palma de Mallorca,5,Sí,Manual ,Rojo,Berlina,Ford,Fusion,Fusion Elegance 1.4 TDCi 68 CV,68 CV,Monovolumen,158 km/h,15.5 s,4.4 l/100km,g CO2/km,4018 mm / 1720 mm / 1529 mm,Sin etiqueta,4.800€
35.534,2021,Gasolina,Málaga,3,No,Manual ,Azul,Turismo,Fiat,500,500 Dolcevita 1.0 Hybrid 51 kW (70 CV),70 CV,Turismo,167 km/h,13.8 s,5.1 l/100km,g CO2/km,3571 mm / 1627 mm / 1488 mm,ECO,11.250€
48.000,2021,Gasolina,Carcaixent,5,Sí,Automático ,Gris,Suv,Porsche,Macan,Macan,245 CV,Todoterreno,225 km/h,6.7 s,8.1 l/100km,185g CO2/km,4697 mm / 1923 mm / 1624 mm,C,65.900€
169.000,1990,Gasolina,Alacant,3,No,Manual ,Rojo,4,False,False,False,118 CV,False,False,False,False,False,False,False,12.500€
158.000,2016,Diésel,Santpedor,5,Sí,Manual ,Blanco,Monovolumen,Volkswagen,Touran,Touran Advance 1.6 TDI 85 kW (115 CV) BMT 7 plazas,115 CV,Monovolumen,190 km/h,11.4 s,4.6 l/100km,119g CO2/km,4527 mm / 1829 mm / 1659 mm,C,16.456€
82.500,2019,Gasolina,Alpedrete,5,Sí,Manual ,Negro,4x4,Opel,Mokka,Mokka Expression 1.6 115 CV 4x2 Start&Stop,102 CV,Todoterreno,170 km/h,12.5 s,6.5 l/100km,153g CO2/km,4278 mm / 1777 mm / 1658 mm,C,14.350€
16.200,2020,Diésel,Alpedrete,5,Sí,Manual ,Negro,puertas:,False,False,False,150 CV,False,False,False,False,False,False,False,28.900€
54.100,2017,Diésel,Alpedrete,3,Sí,Manual ,Blanco,Furgonetas,False,False,False,49 CV,False,False,False,False,False,False,False,12.950€
2.100,2023,Gasolina,Huesca,5,No,Manual ,False,SUV,Hyundai,Kona,Kona 1.0 TGDi 88 kW (120 CV) N Line 30 Aniversario,120 CV,Todoterreno,181 km/h,11.5 s,6.1 l/100km,g CO2/km,4205 mm / 1800 mm / 1565 mm,C,29.900€
7.400,2023,Gasolina,Huesca,5,No,Manual ,Blanco,SUV,Hyundai,TUCSON,Tucson Maxx 1.6 T-GDI 48V 110 kW (150 CV),150 CV,Todoterreno,189 km/h,10.3 s,6.5 l/100km,g CO2/km,4500 mm / 1865 mm / 1650 mm,ECO,33.300€
10.700,2023,Eléctrico,Huesca,5,No,Automático ,Blanco,SUV,Hyundai,Kona,Kona Eléctrico 150 kW (204 CV) 64 kWh Maxx,204 CV,Todoterreno,167 km/h,7.9 s,14.7 l/100km,0g CO2/km,4205 mm / 1800 mm / 1570 mm,Cero,38.000€
29.355,2022,Diésel,Cartagena,5,Sí,Manual ,Blanco,SUV,Hyundai,TUCSON,Tucson 1.6 CRDi 85 kW (116 CV) 4x2 Essence,116 CV,Todoterreno,175 km/h,11.8 s,5.5 l/100km,120g CO2/km,4480 mm / 1850 mm / 1645 mm,C,26.900€
23.600,2023,Gasolina,Lliçà de Vall,5,Sí,Manual ,Rojo,SUV,Hyundai,Kona,Kona 1.0 T-GDI 88 kW (120 CV) 4x2 Tecno,120 CV,Todoterreno,181 km/h,12 s,6.3 l/100km,120g CO2/km,4165 mm / 1800 mm / 1550 mm,C,20.266€
9.950,2023,Gasolina,Sedaví,5,Sí,Manual ,Gris,SUV,Hyundai,Kona,Kona 1.0 T-GDI 88 kW (120 CV) 4x2 Tecno,120 CV,Todoterreno,181 km/h,12 s,6.3 l/100km,120g CO2/km,4165 mm / 1800 mm / 1550 mm,C,24.900€
4.150,2023,Gasolina,Sedaví,5,Sí,Manual ,Blanco,SUV,Hyundai,Kona,Kona 1.0 T-GDI 88 kW (120 CV) 4x2 Klass,120 CV,Todoterreno,181 km/h,12 s,5.2 l/100km,117g CO2/km,4165 mm / 1800 mm / 1550 mm,C,23.900€
5.500,2022,Gasolina,Sedaví,5,Sí,Manual ,Gris,SUV,Hyundai,Kona,Kona 1.0 T-GDI 88 kW (120 CV) 4x2 Klass,120 CV,Todoterreno,181 km/h,12 s,5.2 l/100km,117g CO2/km,4165 mm / 1800 mm / 1550 mm,C,21.300€
5.000,2023,Eléctrico,Toda España,5,Sí,Automático ,Gris plata,Berlina,Cupra,Born,Born 170 kW (231 CV) 77 kWh e-Boost Pack & Battery Pack,231 CV,Turismo,160 km/h,7 s,15.8 l/100km,0g CO2/km,4322 mm / 1809 mm / 1540 mm,Cero,33.800€
1,2023,Gasolina,La Puebla de Montalban,5,No,Manual ,Azul,Berlina,Peugeot,208,208 GT PureTech 100 S&S,100 CV,Turismo,188 km/h,9.9 s,5.2 l/100km,g CO2/km,4055 mm / 1745 mm / 1430 mm,C,20.500€
1,2023,Gasolina,La Puebla de Montalban,5,No,Manual ,Amarillo,Berlina,Peugeot,208,208 5p Active 1.2 PureTech 82,75 CV,Turismo,175 km/h,12.2 s,4.5 l/100km,104g CO2/km,3973 mm / 1739 mm / 1460 mm,C,15.400€
1,2023,Gasolina,La Puebla de Montalban,5,No,Manual ,Blanco,Berlina,Peugeot,208,208 GT PureTech 100 S&S,100 CV,Turismo,188 km/h,9.9 s,5.2 l/100km,g CO2/km,4055 mm / 1745 mm / 1430 mm,C,19.500€
1,2023,Gasolina,La Puebla de Montalban,5,No,Manual ,Rojo,Berlina,Peugeot,208,208 GT PureTech 100 S&S,100 CV,Turismo,188 km/h,9.9 s,5.2 l/100km,g CO2/km,4055 mm / 1745 mm / 1430 mm,C,20.150€
43.688,2021,Gasolina,San Sebastian de los Reyes,5,No,Automático ,Gris,Todoterreno/SUV,Citroen,C5 Aircross,C5 Aircross C-Series PureTech 130 S&S EAT8,131 CV,Todoterreno,188 km/h,10.3 s,6.5 l/100km,g CO2/km,4500 mm / 1840 mm / 1654 mm,C,26.900€
22.998,2022,Gasolina,Castilleja de la Cuesta,5,No,Automático ,Rojo,Berlina,Opel,Corsa,Corsa 1.2T 74 kW (100 CV) AT8 Elegance,100 CV,Turismo,188 km/h,10.8 s,4.3 l/100km,99g CO2/km,4060 mm / 1765 mm / 1435 mm,C,18.900€
44.500,2018,Gasolina,Tortosa,5,No,Manual ,Blanco,Berlina,Toyota,Yaris,Yaris 5p 70 Active,69 CV,Turismo,155 km/h,15.3 s,4.8 l/100km,110g CO2/km,3885 mm / 1695 mm / 1510 mm,C,12.990€
37.000,2018,Gasolina,Tortosa,5,No,Manual ,Blanco,Todoterreno/SUV,Peugeot,2008,2008 Style 1.2 PureTech 82,82 CV,Todoterreno,168 km/h,13.5 s,5 l/100km,114g CO2/km,4159 mm / 1739 mm / 1570 mm,C,13.490€
233.000,2015,Diésel,Burlada/pamplona,5,No,Automático ,Gris,Todoterreno/SUV,Mercedes-Benz,GLA,GLA 220 CDI 4MATIC 7G-DCT,170 CV,Todoterreno,215 km/h,8.3 s,4.9 l/100km,129g CO2/km,4417 mm / 1804 mm / 1494 mm,C,15.900€
960,2023,Eléctrico,Ciudad Real,4,No,Automático ,Blanco ártico,Vehículo,Mercedes-Benz,Citan,eCitan Tourer,122 CV,Vehículo comercial,132 km/h, s,19.2 l/100km,0g CO2/km,4498 mm / 1859 mm / 1819 mm,Cero,33.900€
16.000,2022,Híbrido Enchufable (PHEV),Barcelona,5,No,Automático ,Cassa white (wd),4x4,KIA,XCeed,XCeed 1.6 PHEV eMotion,141 CV,Todoterreno,160 km/h,11 s,1.7 l/100km,g CO2/km,4395 mm / 1826 mm / 1495 mm,Cero,24.995€
10,2023,Híbrido Enchufable (PHEV),Barcelona,5,No,Automático ,Cassa white (wd),4x4,KIA,XCeed,XCeed eTech 1.6 PHEV 104 kW (141 CV),141 CV,Todoterreno,160 km/h,11 s,1.7 l/100km,g CO2/km,4395 mm / 1826 mm / 1483 mm,Cero,30.190€
