KM,Año,Combustible,Ciudad,Nº puertas,Garantía,Cambio,Color,Carrocería,Marca,Modelo,Versión,Potencia,Tipo de carrocería,Velocidad máxima,Aceleracion,Consumo,Emisiones,Dimensiones,Etiqueta medioambiental,Precio
88.595,2018,Gasolina,Málaga,5,Sí,Manual ,Negro,Todoterreno,Opel,Mokka X,Mokka X Excellence 1.4 Turbo 103 kW (140 CV) 4x2 Start/Stop,140 CV,Todoterreno,196 km/h,9.9 s,6 l/100km,140g CO2/km,4275 mm / 1781 mm / 1658 mm,C,14.990€
35.75,2020,Gasolina,Cornellà de Llobregat,5,Sí,Automático ,Blanco,Familiar,SEAT,Leon,León ST 1.5 EcoTSI 110 kW (150 CV) DSG-7 Start&Stop FR Fast Edition,150 CV,Turismo familiar,215 km/h,8.3 s,6.3 l/100km,g CO2/km,4548 mm / 1816 mm / 1439 mm,C,21.490€
42.163,2021,Híbrido (Gasolina),San Blas Canillejas,5,Sí,Automático ,Otros,Todoterreno,False,False,False,261 CV,False,False,False,False,False,False,False,28.490€
86.538,2016,Gasolina,Irun,5,Sí,Manual ,Otros,Berlina,Ford,Fiesta,Fiesta 5p Titanium 1.25,82 CV,Turismo,168 km/h,13.3 s,5.6 l/100km,129g CO2/km,3950 mm / 1722 mm / 1481 mm,C,9.990€
39.021,2019,Gasolina,Alicante,5,Sí,Manual ,Otros,Todoterreno,Nissan,Juke,Juke N-Connecta G 83 kW (112 CV) 4x2,112 CV,Todoterreno,178 km/h,12.5 s,6.9 l/100km,157g CO2/km,4135 mm / 1765 mm / 1565 mm,C,14.490€
58.018,2022,Gasolina,Alcorcón,5,Sí,Manual ,Otros,Todoterreno,KIA,Sportage,Sportage Concept 1.6 T-GDI 110 kW (150 CV) 4x2,150 CV,Todoterreno,189 km/h,10.3 s,6.7 l/100km,g CO2/km,4515 mm / 1865 mm / 1645 mm,C,23.790€
103.0,2017,Diésel,Toledo,5,Sí,Automático ,Otros,Familiar,BMW,3 Series,325d Touring Aut.,224 CV,Turismo familiar,240 km/h,6.3 s,4.7 l/100km,123g CO2/km,4633 mm / 1811 mm / 1429 mm,C,23.990€
46.0,2019,Diésel,Albacete,5,Sí,Manual ,Gris,Todoterreno,Volkswagen,Tiguan,Tiguan Advance 2.0 TDI 140 CV 2WD,150 CV,Todoterreno,190 km/h,10.2 s,5.9 l/100km,155g CO2/km,4427 mm / 1809 mm / 1683 mm,B,24.490€
51.408,2017,Gasolina,Albacete,3,Sí,Manual ,Blanco,Berlina,Fiat,500,500 Lounge 1.2 69 CV,69 CV,Turismo,160 km/h,12.9 s,5.1 l/100km,119g CO2/km,3546 mm / 1627 mm / 1488 mm,C,9.990€
69.814,2017,Gasolina,Roquetas de Mar,5,Sí,Automático ,Rojo,Todoterreno,Mitsubishi,Outlander,Lancer Sportback 1.8 MIVEC 6S-CVT Instyle,150 CV,Turismo,183 km/h,12 s,8.3 l/100km,198g CO2/km,4585 mm / 1760 mm / 1515 mm,C,18.990€
68.034,2019,Gasolina,Atarfe,5,Sí,Automático ,Blanco,Todoterreno,Audi,Q3,Q3 S line 35 TFSI S tronic,150 CV,Todoterreno,205 km/h,9.4 s,5.8 l/100km,134g CO2/km,4484 mm / 1849 mm / 1585 mm,C,26.490€
73.853,2019,Gasolina,Jerez de la Frontera,5,Sí,Automático ,Otros,Berlina,Volkswagen,Golf,Golf 5p R 2.0 TSI 221 kW (300 CV) 4MOTION DSG 7 vel.,300 CV,Turismo,250 km/h,4.6 s,7.2 l/100km,164g CO2/km,4263 mm / 1790 mm / 1465 mm,C,34.990€
130.363,2015,Gasolina,Córdoba,5,Sí,Manual ,Blanco,Berlina,Citroen,C4 Cactus,C4 Cactus PureTech 82 Feel,82 CV,Turismo,169 km/h,12.9 s,4.6 l/100km,107g CO2/km,4157 mm / 1729 mm / 1480 mm,C,8.990€
52.591,2019,Diésel,Jerez de la Frontera,5,Sí,Manual ,Otros,Todoterreno,Opel,Crossland X,Crossland X Design Line 1.5 Diesel Start&Stop 75 kW (102 CV),102 CV,Monovolumen,178 km/h,11.7 s,4 l/100km,105g CO2/km,4212 mm / 1765 mm / 1605 mm,C,13.990€
65.0,2021,Híbrido (Gasolina),Iurreta,5,Sí,Automático ,Rojo,Berlina,Toyota,C-HR,C-HR 125H Active,122 CV,Todoterreno,170 km/h,11 s,4.9 l/100km,86g CO2/km,4390 mm / 1795 mm / 1555 mm,ECO,21.990€
69.414,2020,Híbrido (Gasolina),Gavá,5,Sí,Automático ,Naranja,Berlina,Toyota,C-HR,C-HR 180H Advance,184 CV,Todoterreno,180 km/h,8.2 s,5.2 l/100km,92g CO2/km,4395 mm / 1795 mm / 1565 mm,ECO,23.790€
5.998,2023,Gasolina,Valdepeñas,5,Sí,Automático ,Otros,Berlina,Peugeot,408,408 Allure Pack PureTech 130 EAT8,130 CV,Turismo,210 km/h,10.4 s,6 l/100km,g CO2/km,4687 mm / 1848 mm / 1478 mm,C,30.990€
132.0,2015,Diésel,Cartagena,5,Sí,Automático ,Otros,Todoterreno,Nissan,X-Trail,X-Trail dCi 96 kW (130 CV) Xtronic 4x2 Tekna,130 CV,Todoterreno,180 km/h,11.4 s,5.3 l/100km,139g CO2/km,4640 mm / 1820 mm / 1710 mm,C,15.490€
56.742,2020,Diésel,Jerez de la Frontera,5,Sí,Automático ,Otros,Todoterreno,Land Rover,Range Rover Velar,Range Rover Velar 2.0 D180 4WD Auto,180 CV,Todoterreno,193 km/h,8.9 s,5.7 l/100km,151g CO2/km,4803 mm / 1930 mm / 1665 mm,C,37.990€
17.22,2022,Diésel,Jerez de la Frontera,5,Sí,Automático ,Otros,Berlina,BMW,4 Series,420d Gran Coupé,190 CV,Turismo,235 km/h,7.3 s,4.8 l/100km,g CO2/km,4783 mm / 1852 mm / 1442 mm,ECO,41.990€
106.13,2020,Diésel,Jerez de la Frontera,5,Sí,Manual ,Otros,Berlina,Renault,Clio,Clio Business Blue dCi 63 kW (85 CV),85 CV,Turismo,178 km/h,14.7 s,4.2 l/100km,94g CO2/km,4050 mm / 1798 mm / 1440 mm,C,11.990€
10.718,2023,Gasolina,Roquetas de Mar,5,Sí,Manual ,Negro,Berlina,Renault,Clio,Clio Intens TCe 74 kW (100 CV),90 CV,Turismo,187 km/h,11.8 s,5.2 l/100km,99g CO2/km,4050 mm / 1798 mm / 1440 mm,C,15.480€
50.805,2020,Gasolina,Jerez de la Frontera,5,Sí,Manual ,Otros,Familiar,Peugeot,308,308 SW Business Line PureTech 110 S&S,110 CV,Turismo familiar,189 km/h,11.5 s,5.7 l/100km,101g CO2/km,4585 mm / 1804 mm / 1470 mm,C,12.990€
99.045,2020,Gasolina,Madrid,5,Sí,Manual ,Azul,Todoterreno,Renault,Captur,Captur Intens TCe 74 kW (100 CV),100 CV,Todoterreno,173 km/h,13.3 s,6 l/100km,g CO2/km,4227 mm / 1797 mm / 1576 mm,C,15.990€
74.0,2019,Gasolina,Orihuela,4,Sí,Automático ,Negro,Berlina,Mercedes-Benz,CLA,CLA 250 7G-DCT 4MATIC,224 CV,Turismo,240 km/h,6.6 s,6.4 l/100km,154g CO2/km,4630 mm / 1777 mm / 1432 mm,C,36.990€
89.346,2015,Gasolina,Sevilla,5,Sí,Manual ,Blanco,Berlina,Peugeot,208,208 5p Like 1.0 PureTech 68,68 CV,Turismo,165 km/h,14 s,4.3 l/100km,99g CO2/km,3962 mm / 1739 mm / 1460 mm,C,7.490€
13.327,2023,Gasolina,Roquetas de Mar,5,Sí,Manual ,Negro,Berlina,Renault,Clio,Clio Intens TCe 74 kW (100 CV),90 CV,Turismo,187 km/h,11.8 s,5.2 l/100km,99g CO2/km,4050 mm / 1798 mm / 1440 mm,C,15.480€
116.0,2017,Diésel,Badalona,5,Sí,Manual ,Gris,Monovolumen,Opel,Zafira Tourer,Zafira Tourer Selective 1.6 CDTI 136 CV Start&Stop 7 plazas,134 CV,Monovolumen,193 km/h,11.2 s,4.1 l/100km,109g CO2/km,4658 mm / 1884 mm / 1685 mm,B,12.990€
77.0,2019,Gasolina,Olías del Rey,5,Sí,Automático ,Azul,Todoterreno,Volkswagen,T-Cross,T-Cross Sport 1.0 TSI 85 kW (115 CV) DSG 7 vel.,115 CV,Todoterreno,193 km/h,10.2 s,4.9 l/100km,111g CO2/km,4108 mm / 1782 mm / 1584 mm,C,20.990€
137.9,2017,Diésel,Alicante,5,Sí,Manual ,Blanco,Familiar,Toyota,Auris,Auris Touring Sports 115D Active,112 CV,Turismo familiar,195 km/h,10.7 s,4.2 l/100km,108g CO2/km,4595 mm / 1760 mm / 1485 mm,C,11.990€
37.228,2020,Gasolina,Málaga,5,Sí,Manual ,Naranja,Todoterreno,Peugeot,2008,2008 Signature 1.2 PureTech 110 S&S,100 CV,Todoterreno,191 km/h, s,5 l/100km,114g CO2/km,4159 mm / 1739 mm / 1570 mm,C,15.990€
76.347,2020,Diésel,Málaga,5,Sí,Automático ,Gris,Familiar,Mercedes-Benz,CLA,CLA 220 d Shooting Brake 8G-DCT,190 CV,Turismo familiar,237 km/h,7.2 s,5.1 l/100km,115g CO2/km,4688 mm / 1830 mm / 1442 mm,C,36.990€
12.174,2023,Gasolina,Sabadell,5,Sí,Automático ,Otros,Todoterreno,Mg,HS,HS 1.5 Turbo Comfort AT,162 CV,Todoterreno,190 km/h,9.9 s,7.7 l/100km,g CO2/km,4574 mm / 1876 mm / 1664 mm,C,24.990€
42.0,2022,Gasolina,Alicante,5,Sí,Automático ,Otros,Todoterreno,Peugeot,2008,2008 Allure PureTech 130 EAT8,130 CV,Todoterreno,198 km/h,9.1 s,5.9 l/100km,g CO2/km,4300 mm / 1770 mm / 1530 mm,C,21.990€
41.5,2022,Gasolina,Cornellà de Llobregat,5,Sí,Manual ,Azul,Monovolumen,Citroen,C4 SpaceTourer,Grand C4 SpaceTourer PureTech 130 S&S Feel,130 CV,Monovolumen,200 km/h,9.8 s,6.1 l/100km,g CO2/km,4602 mm / 1826 mm / 1638 mm,C,20.990€
115.363,2015,Gasolina,València,5,Sí,Manual ,Gris,Monovolumen,Ford,Grand C-MAX,Grand C-MAX Trend 1.0 EcoBoost Auto-Start-Stop 125 CV 5 plazas,125 CV,Monovolumen,185 km/h,12.2 s,5.2 l/100km,119g CO2/km,4520 mm / 1828 mm / 1684 mm,C,10.990€
82.342,2018,Diésel,València,5,Sí,Manual ,Gris,Monovolumen,Volkswagen,Touran,Touran Sport 1.6 TDI CR 110 CV BMT,115 CV,Monovolumen,187 km/h,11.9 s,4.5 l/100km,117g CO2/km,4527 mm / 1829 mm / 1659 mm,C,20.990€
36.782,2022,Gasolina,Málaga,5,Sí,Automático ,Blanco,Todoterreno,Peugeot,2008,2008 GT Pack PureTech 130 EAT8,130 CV,Todoterreno,198 km/h,9.1 s,6 l/100km,g CO2/km,4300 mm / 1770 mm / 1530 mm,C,24.490€
84.893,2017,Híbrido (Gasolina),Cartagena,5,Sí,Automático ,Otros,Familiar,Toyota,Auris,Auris Touring Sports 140H e-CVT Active,136 CV,Turismo familiar,175 km/h,11.2 s,3.5 l/100km,81g CO2/km,4595 mm / 1760 mm / 1485 mm,ECO,15.290€
134.634,2017,Diésel,Valdepeñas,5,Sí,Manual ,Otros,Todoterreno,KIA,Sportage,Sportage 1.7 CRDi 115 CV X-Tech 4x2 Eco-Dynamics,115 CV,Todoterreno,173 km/h,12.3 s,5.1 l/100km,135g CO2/km,4440 mm / 1855 mm / 1630 mm,C,14.990€
33.552,2019,Gasolina,Huesca,5,Sí,Automático ,Gris,Berlina,BMW,4 Series,420i Gran Coupé Aut.,184 CV,Turismo,236 km/h,7.7 s,5.5 l/100km,127g CO2/km,4638 mm / 1825 mm / 1389 mm,C,31.990€
123.6,2017,Diésel,Huesca,5,Sí,Manual ,Azul,Monovolumen,SEAT,Alhambra,Alhambra 2.0 TDI CR 115 CV Ecomotive Reference,115 CV,Monovolumen,183 km/h,12.6 s,5.5 l/100km,143g CO2/km,4854 mm / 1904 mm / 1720 mm,B,19.990€
143.2,2016,Diésel,Alicante,5,Sí,Manual ,Otros,Todoterreno,Honda,CR-V,CR-V Elegance 1.6 i-DTEC 88 kW (120 CV) 2WD,120 CV,Todoterreno,182 km/h,11.2 s,4.4 l/100km,115g CO2/km,4605 mm / 1820 mm / 1685 mm,C,16.990€
83.175,2017,Híbrido (Gasolina),Xátiva,5,Sí,Automático ,Gris,Berlina,Toyota,C-HR,C-HR Hybrid Advance,122 CV,Todoterreno,170 km/h,11 s,3.9 l/100km,86g CO2/km,4360 mm / 1795 mm / 1555 mm,ECO,21.990€
76.9,2018,Gasolina,Sant Boi de Llobregat,5,Sí,Manual ,Blanco,Berlina,Volkswagen,Golf,Golf Variant Advance 1.5 TSI EVO BlueMotion 96 kW (130 CV),130 CV,Turismo familiar,211 km/h,9.5 s,5 l/100km,113g CO2/km,4586 mm / 1799 mm / 1515 mm,C,19.990€
104.0,2014,Gasolina,Collado Villalba,5,Sí,Manual ,Rojo,Berlina,Ford,Fiesta,Fiesta 5p Trend 1.0 EcoBoost 100 CV,100 CV,Turismo,180 km/h,11.2 s,4.5 l/100km,105g CO2/km,3969 mm / 1722 mm / 1495 mm,C,8.890€
46.0,2020,Gasolina,Puebla de Sancho Pérez,5,Sí,Manual ,Otros,Todoterreno,KIA,Stonic,Stonic 1.2 CVVT Concept Eco-Dynamics 62 kW (84 CV),84 CV,Todoterreno,165 km/h,13.2 s,5.9 l/100km,136g CO2/km,4140 mm / 1760 mm / 1500 mm,C,14.990€
170.929,2017,Diésel,El Zabal,5,Sí,Automático ,Blanco,Todoterreno,Mercedes-Benz,GLA,GLA 200 d 7G-DCT,136 CV,Todoterreno,205 km/h,9.1 s,4.2 l/100km,108g CO2/km,4417 mm / 1804 mm / 1494 mm,C,20.990€
85.0,2017,Diésel,Puebla de Sancho Pérez,5,Sí,Automático ,Negro,Todoterreno,Land Rover,Range Rover Evoque,Range Rover Evoque 5p 2.0 Td4 110 kW (150 CV) 4x4 Auto SE,150 CV,Todoterreno,180 km/h,10 s,5.1 l/100km,134g CO2/km,4370 mm / 1900 mm / 1660 mm,C,22.490€
37.295,2021,Gasolina,Paterna,5,Sí,Automático ,Gris,Todoterreno,SEAT,Arona,Arona 1.0 EcoTSI 85 kW (115 CV) DSG 7 vel. Start/Stop Style,110 CV,Todoterreno,182 km/h,10 s,5 l/100km,113g CO2/km,4138 mm / 1780 mm / 1552 mm,C,18.490€
119.149,2014,Gasolina,Sant Just Desvern,3,Sí,Manual ,Beige,Deportivo,Mini,Hatchback,Cooper,122 CV,Turismo,203 km/h,9.1 s,5.4 l/100km,127g CO2/km,3723 mm / 1683 mm / 1407 mm,C,10.990€
12.311,2016,Gasolina,Valladolid,5,Sí,Manual ,Blanco,Berlina,Dacia,Sandero,Sandero Stepway 1.6 90 CV,73 CV,Turismo,163 km/h,12.4 s,7.6 l/100km,180g CO2/km,4024 mm / 1753 mm / 1550 mm,C,7.990€
50.0,2018,Gasolina,Albacete,5,Sí,Manual ,Rojo,Berlina,Fiat,Punto,Punto 5p Easy 1.2 8v 67 CV,69 CV,Turismo,156 km/h,14.4 s,5.1 l/100km,119g CO2/km,4065 mm / 1687 mm / 1490 mm,C,10.490€
25.745,2022,Híbrido (Gasolina),Móstoles,4,Sí,Automático ,Azul,Berlina,False,False,False,204 CV,False,False,False,False,False,False,False,42.490€
129.574,2016,Gasolina,Paterna,5,Sí,Manual ,Blanco,Todoterreno,Peugeot,2008,2008 Crossway 1.2 PureTech 130,130 CV,Todoterreno,200 km/h,9.3 s,4.8 l/100km,108g CO2/km,4159 mm / 1739 mm / 1570 mm,C,10.990€
93.218,2018,Gasolina,Reus,5,Sí,Manual ,Azul,Berlina,Peugeot,208,208 5p Active 1.2 PureTech 82,82 CV,Turismo,175 km/h,12.2 s,4.5 l/100km,104g CO2/km,3973 mm / 1739 mm / 1460 mm,C,10.990€
13.7,2023,Gasolina,Cartagena,5,Sí,Automático ,Otros,Todoterreno,Mg,HS,HS 1.5 Turbo Luxury AT,162 CV,Todoterreno,190 km/h,9.9 s,7.7 l/100km,g CO2/km,4574 mm / 1876 mm / 1664 mm,C,24.290€
89.981,2019,Diésel,Málaga,5,Sí,Manual ,Gris,Vehículo,Fiat,Talento,Bravo Easy 1.6 Multijet 120 CV,120 CV,Turismo,195 km/h,10.5 s,4.7 l/100km,122g CO2/km,4336 mm / 1792 mm / 1498 mm,B,27.490€
48.5,2017,Diésel,Palma Islas Baleares,5,Sí,Manual ,Otros,Berlina,Audi,A3,A3 Sportback Attraction 1.6 TDI,116 CV,Turismo,194 km/h,11.7 s,4.2 l/100km,112g CO2/km,4292 mm / 1765 mm / 1423 mm,B,19.490€
86.045,2020,Gasolina,Alicante,5,Sí,Manual ,Otros,Todoterreno,Hyundai,TUCSON,Tucson 1.6 GDI 97 kW (131 CV) 4x2 SLE,132 CV,Todoterreno,182 km/h,11.5 s,6.9 l/100km,157g CO2/km,4480 mm / 1850 mm / 1645 mm,C,19.780€
13.088,2023,Gasolina,Fuenlabrada,5,Sí,Manual ,Negro,Todoterreno,Mg,HS,HS 1.5 Turbo Comfort,162 CV,Todoterreno,190 km/h,9.9 s,7.4 l/100km,g CO2/km,4574 mm / 1876 mm / 1664 mm,C,21.990€
129.787,2017,Gasolina,Alicante,5,Sí,Manual ,Otros,Berlina,Citroen,C4 Cactus,C4 Cactus PureTech 82 Feel,82 CV,Turismo,169 km/h,12.9 s,4.6 l/100km,107g CO2/km,4157 mm / 1729 mm / 1480 mm,C,8.980€
57.617,2016,Gasolina,Granada,2,Sí,Manual ,Verde,Cabriolet,Mini,Hatchback,Cooper Cabrio,136 CV,Descapotable,198 km/h,9.8 s,5.7 l/100km,133g CO2/km,3723 mm / 1683 mm / 1414 mm,C,14.990€
67.797,2020,Diésel,Puerto de Sagunto,5,Sí,Manual ,Negro,Familiar,Peugeot,308,308 SW Access BlueHDi 100 S&S,100 CV,Turismo familiar,186 km/h,11.9 s,4.5 l/100km,91g CO2/km,4585 mm / 1804 mm / 1470 mm,C,13.990€
18.0,2021,Gasolina,Collado Villalba,5,Sí,Manual ,Azul,Todoterreno,Jeep,Compass,Compass Sport 1.3 GSE T4 96 kW (130 CV),130 CV,Todoterreno,192 km/h,10.3 s,6.6 l/100km,g CO2/km,4394 mm / 1819 mm / 1624 mm,C,24.890€
89.999,2017,Diésel,Gipuzkoa,5,Sí,Manual ,Rojo,Todoterreno,KIA,Sportage,Sportage 2.0 CRDi VGT Drive 4x4,136 CV,Todoterreno,181 km/h,11.3 s,5.7 l/100km,149g CO2/km,4440 mm / 1855 mm / 1645 mm,B,17.490€
122.31,2018,Diésel,Castellón de la Plana,4,Sí,Manual ,Blanco,Monovolumen,Opel,Vivaro,Vivaro Combi Plus Largo 1.6 CDTI 107 kW (145 CV) Start/Stop,145 CV,Vehículo comercial,183 km/h, s,6.2 l/100km,165g CO2/km,5399 mm / 1956 mm / 1971 mm,C,20.490€
73.469,2022,Gasolina,Sabadell,5,Sí,Automático ,Blanco,Berlina,Citroen,C4,C4 PureTech 130 EAT8 Feel Pack,130 CV,Turismo,210 km/h,9.4 s,5.8 l/100km,g CO2/km,4360 mm / 1800 mm / 1525 mm,C,18.290€
95.0,2019,Diésel,Sabadell,4,Sí,Automático ,Negro,Berlina,BMW,5 Series,530d xDrive,265 CV,Turismo,250 km/h,6.1 s,5.7 l/100km,150g CO2/km,4899 mm / 1860 mm / 1464 mm,B,33.990€
58.0,2019,Gasolina,Toledo,5,Sí,Manual ,Rojo,Monovolumen,Citroen,C4 SpaceTourer,Grand C4 SpaceTourer PureTech 130 S&S Feel,130 CV,Monovolumen,200 km/h,9.8 s,5.2 l/100km,115g CO2/km,4602 mm / 1826 mm / 1638 mm,C,15.490€
143.5,2016,Diésel,Orihuela,5,Sí,Automático ,Azul,Berlina,BMW,4 Series,420d Gran Coupé Aut.,190 CV,Turismo,231 km/h,7.5 s,4.6 l/100km,121g CO2/km,4638 mm / 1825 mm / 1389 mm,C,21.490€
87.575,2015,Diésel,València,5,Sí,Manual ,Azul,Monovolumen,Ford,S-Max,S-MAX Limited Edition 2.0 TDCi 140 CV 5 plazas,140 CV,Monovolumen,195 km/h,10.2 s,5.3 l/100km,139g CO2/km,4772 mm / 1884 mm / 1660 mm,B,15.490€
91.756,2018,Gasolina,Marbella,5,Sí,Automático ,Gris,Todoterreno,Volkswagen,T-Roc,T-Roc Advance 1.5 TSI EVO 110 kW (150 CV) DSG 7 vel.,150 CV,Todoterreno,205 km/h,8.4 s,5.4 l/100km,123g CO2/km,4234 mm / 1819 mm / 1573 mm,C,21.990€
51.378,2022,Diésel,Córdoba,5,Sí,Manual ,Negro,Berlina,Citroen,C4,C4 BlueHDi 110 Feel Pack,110 CV,Turismo,193 km/h,10.5 s,4.3 l/100km,g CO2/km,4360 mm / 1800 mm / 1525 mm,C,16.490€
28.816,2022,Diésel,Granada,5,Sí,Manual ,Blanco,Todoterreno,Dacia,Duster,Duster Laureate dCi 110 CV 4x4,115 CV,Todoterreno,168 km/h,12.5 s,5.3 l/100km,137g CO2/km,4315 mm / 1822 mm / 1695 mm,B,18.980€
148.191,2017,Diésel,Huesca,5,Sí,Manual ,Gris,Familiar,BMW,3 Series,318d Touring,150 CV,Turismo familiar,210 km/h,9.4 s,4.5 l/100km,120g CO2/km,4527 mm / 1817 mm / 1418 mm,B,16.790€
111.49,2019,Diésel,Mairena del Aljarafe,5,Sí,Manual ,Blanco,Berlina,Volvo,V40,V40 Cross Country D2,120 CV,Turismo,190 km/h,10.6 s,3.8 l/100km,99g CO2/km,4370 mm / 1783 mm / 1458 mm,C,16.490€
37.609,2018,Eléctrico,Palma,3,Sí,Automático ,Otros,Vehículo,False,False,False,75 CV,False,False,False,False,False,False,False,10.990€
93.0,2020,Gasolina,Palma,5,Sí,Automático ,Otros,Todoterreno,Volkswagen,Tiguan,Tiguan Advance 1.5 TSI 110 kW (150 CV) DSG 7 vel.,150 CV,Todoterreno,200 km/h,9.2 s,6 l/100km,136g CO2/km,4486 mm / 1839 mm / 1654 mm,C,31.990€
30.0,2021,Gasolina,Viladecans,5,Sí,Manual ,Blanco,Todoterreno,Citroen,C3 Aircross,C3 Aircross PureTech 110 S&S Rip Curl,110 CV,Todoterreno,188 km/h,10 s,4.7 l/100km,108g CO2/km,4154 mm / 1756 mm / 1597 mm,C,14.390€
59.5,2015,Diésel,Orihuela,5,Sí,Manual ,Rojo,Berlina,Nissan,Qashqai,Qashqai 4x2 1.5dCi Acenta,110 CV,Todoterreno,174 km/h,12.2 s,5.4 l/100km,145g CO2/km,4315 mm / 1783 mm / 1606 mm,B,12.990€
87.94,2020,Diésel,Huesca,5,Sí,Automático ,Gris,Todoterreno,DS,7,7 Crossback BlueHDi 180 Automático Grand Chic,180 CV,Todoterreno,218 km/h,9.4 s,4.9 l/100km,128g CO2/km,4570 mm / 1895 mm / 1620 mm,C,23.990€
68.137,2020,Diésel,Huesca,5,Sí,Manual ,Blanco,Berlina,Ford,Focus,Focus Sportbreak Trend+ 1.5 EcoBlue 88 kW (120 CV),120 CV,Turismo familiar,194 km/h,10.3 s,3.7 l/100km,93g CO2/km,4668 mm / 1825 mm / 1469 mm,C,15.990€
60.131,2019,Gasolina,Xátiva,5,Sí,Manual ,Azul,Monovolumen,Fiat,500L,500L Wagon Lounge 1.4 70 kW (95 CV) 5 plazas,95 CV,Monovolumen,178 km/h,12.8 s,6.8 l/100km,153g CO2/km,4375 mm / 1784 mm / 1667 mm,C,13.990€
9.677,2022,Gasolina,Paterna,5,Sí,Manual ,Azul,Berlina,KIA,Ceed,Ceed 5p 1.0 T-GDi Concept 73 kW (100 CV),100 CV,Turismo,183 km/h,11.8 s,5.5 l/100km,114g CO2/km,4310 mm / 1800 mm / 1447 mm,C,18.490€
39.099,2019,Gasolina,Córdoba,5,Sí,Manual ,Granate,Todoterreno,Peugeot,3008,3008 Crossway 1.2 PureTech 130 S&S,130 CV,Monovolumen,199 km/h,10.8 s,5.2 l/100km,120g CO2/km,4365 mm / 1837 mm / 1639 mm,C,17.990€
87.0,2019,Gasolina,Iurreta,5,Sí,Manual ,Blanco,Monovolumen,Renault,Grand Scenic,Grand Scénic Dynamique Tce 130 7 plazas,140 CV,Monovolumen,190 km/h,11.5 s,7.4 l/100km,170g CO2/km,4573 mm / 1845 mm / 1645 mm,C,18.990€
64.0,2015,Gasolina,Finestrat,5,Sí,Manual ,Blanco,Todoterreno,Ford,KUGA,Kuga Titanium 1.5 EcoBoost Auto-Start-Stop 150 CV 4x2,150 CV,Todoterreno,195 km/h,9.7 s,6.2 l/100km,143g CO2/km,4524 mm / 1838 mm / 1699 mm,C,15.490€
74.747,2017,Diésel,Cáceres,5,Sí,Manual ,Otros,Berlina,Renault,Kadjar,KADJAR Zen Energy dCi 96 kW (130 CV),130 CV,Todoterreno,190 km/h,9.9 s,4.3 l/100km,113g CO2/km,4449 mm / 1836 mm / 1607 mm,C,15.990€
63.931,2021,Híbrido (Gasolina),Sabadell,3,Sí,Manual ,Blanco,Berlina,False,False,False,70 CV,False,False,False,False,False,False,False,13.990€
66.555,2017,Diésel,Xátiva,5,Sí,Manual ,Rojo,Berlina,DS,4,4 Crossback BlueHDi 120 S&S Desire,120 CV,Turismo,192 km/h,10.9 s,3.7 l/100km,97g CO2/km,4284 mm / 1810 mm / 1529 mm,C,14.750€
135.161,2017,Diésel,Alicante,4,Sí,Automático ,Rojo,Berlina,Mercedes-Benz,CLA,CLA 200 d Coupé 7G-DCT,136 CV,Turismo,220 km/h,9 s,4 l/100km,105g CO2/km,4630 mm / 1777 mm / 1432 mm,C,20.990€
21.3,2021,Diésel,Sabadell,5,Sí,Manual ,Gris,Monovolumen,Opel,Combo,Combo Life Elegance L 1.5 TD 96 kW (130 CV) Start/Stop,131 CV,Vehículo comercial,185 km/h,10.3 s,5.2 l/100km,g CO2/km,4403 mm / 1848 mm / 1841 mm,C,22.990€
96.265,2019,Diésel,Salamanca,5,Sí,Automático ,Blanco,Todoterreno,Hyundai,Santa Fe,Santa Fe 2.2 CRDi 200 CV 4x4 7 plazas Tecno Aut.,200 CV,Todoterreno,190 km/h,10 s,6.8 l/100km,178g CO2/km,4690 mm / 1880 mm / 1675 mm,B,29.490€
115.28,2019,Diésel,Huércal de Almería,4,Sí,Manual ,Blanco,Monovolumen,Renault,Trafic,Trafic Passenger Combi 9 Largo Energy dCi 120 Twin Turbo,120 CV,Vehículo comercial,181 km/h,10.8 s,5.7 l/100km,149g CO2/km,5399 mm / 1956 mm / 1971 mm,C,24.990€
73.884,2019,Diésel,Gavá,5,Sí,Automático ,Gris,Berlina,Mercedes-Benz,Clase A,A 180 d 7G-DCT,116 CV,Turismo,202 km/h,10.5 s,4.2 l/100km,111g CO2/km,4419 mm / 1796 mm / 1440 mm,C,22.990€
110.534,2017,Diésel,Xátiva,5,Sí,Manual ,Blanco,Monovolumen,Opel,Zafira Tourer,Zafira Tourer Expression 1.6 CDTI 120 CV Start&Stop 5 plazas,120 CV,Monovolumen,186 km/h,12.7 s,5.5 l/100km,119g CO2/km,4658 mm / 1884 mm / 1685 mm,C,14.750€
93.54,2019,Diésel,Huércal de Almería,4,Sí,Manual ,Blanco,Monovolumen,Renault,Trafic,Trafic Passenger Combi 9 Energy dCi 120 Twin Turbo,120 CV,Vehículo comercial,181 km/h,10.8 s,5.7 l/100km,149g CO2/km,4999 mm / 1956 mm / 1971 mm,C,25.990€
140.868,2020,Diésel,Cartagena,5,Sí,Manual ,Otros,Berlina,SEAT,Leon,León ST 2.0 TDI 110 kW (150 CV) Start&Stop FR Plus,150 CV,Turismo familiar,215 km/h,8.6 s,4.7 l/100km,112g CO2/km,4548 mm / 1816 mm / 1439 mm,C,15.790€
