KM,Año,Combustible,Ciudad,Nº puertas,Garantía,Cambio,Color,Carrocería,Marca,Modelo,Versión,Potencia,Tipo de carrocería,Velocidad máxima,Aceleracion,Consumo,Emisiones,Dimensiones,Etiqueta medioambiental,Precio
179.000,2010,Diésel,Marbella,2,Sí,Automático ,False,Cabrio,Audi,A3,A3 Cabrio 2.0 TDI Attraction S tronic DPF,140 CV,Descapotable,205 km/h,9.4 s,5.6 l/100km,148g CO2/km,4238 mm / 1765 mm / 1424 mm,B,15.800€
450.000,2018,Diésel,Puerto Lumbreras,4,No,Manual ,BLANCO,Furgoneta,False,False,False,160 CV,False,False,False,False,False,False,False,9.500€
70.950,2019,Gasolina,Jeréz de la Frontera,5,Sí,Manual ,Rojo,Coche,Peugeot,208,208 5p Allure 1.2 PureTech 110 S&S,102 CV,Turismo,190 km/h,9.6 s,4.5 l/100km,103g CO2/km,3973 mm / 1739 mm / 1460 mm,C,12.990€
7.063,2023,Híbrido,Alcorcón,5,No,Automático ,Rojo,SUV,Hyundai,Kona,Kona Tecno Híbrido 1.6 GDi 104 kW (141 CV) DCT,141 CV,Todoterreno,161 km/h,11 s,4.7 l/100km,g CO2/km,4350 mm / 1825 mm / 1585 mm,ECO,24.885€
5.032,2023,Híbrido,Alcorcón,5,Sí,Automático ,Rojo,SUV,Hyundai,Kona,Kona Tecno Híbrido 1.6 GDi 104 kW (141 CV) DCT,141 CV,Todoterreno,161 km/h,11 s,4.7 l/100km,g CO2/km,4350 mm / 1825 mm / 1585 mm,ECO,24.885€
7.415,2023,Híbrido,Alcorcón,5,Sí,Automático ,Gris,SUV,Hyundai,Kona,Kona Tecno Híbrido 1.6 GDi 104 kW (141 CV) DCT,141 CV,Todoterreno,161 km/h,11 s,4.7 l/100km,g CO2/km,4350 mm / 1825 mm / 1585 mm,ECO,24.756€
4.674,2023,Gasolina,Alcorcón,5,Sí,Manual ,Rojo,SUV,Hyundai,Kona,Kona 1.0 T-GDI 88 kW (120 CV) 4x2 Essence,120 CV,Todoterreno,181 km/h,12 s,5.5 l/100km,124g CO2/km,4165 mm / 1800 mm / 1550 mm,C,20.072€
5.237,2023,Gasolina,Alcorcón,5,Sí,Manual ,Rojo,SUV,Hyundai,Kona,Kona 1.0 T-GDI 88 kW (120 CV) 4x2 Tecno,120 CV,Todoterreno,181 km/h,12 s,6.3 l/100km,120g CO2/km,4165 mm / 1800 mm / 1550 mm,C,20.064€
13.788,2023,Gasolina,Zaragoza,5,No,Manual ,Rojo,Coche,Hyundai,i30,i30 5p 1.5 DPI 81 kW (110 CV) Klass SLX,109 CV,Turismo,187 km/h,12.3 s,6.2 l/100km,g CO2/km,4340 mm / 1795 mm / 1455 mm,C,19.500€
9.164,2023,Gasolina,Zaragoza,5,No,Manual ,Rojo,Coche,Hyundai,i10,i10 1.0 MPi 66 CV Klass,67 CV,Turismo,155 km/h,14.9 s,4.7 l/100km,108g CO2/km,3665 mm / 1660 mm / 1500 mm,C,14.500€
4.399,2023,Gasolina,Zaragoza,5,No,Manual ,Gris,SUV,Hyundai,Kona,Kona 1.0 T-GDI 88 kW (120 CV) 4x2 Essence,120 CV,Todoterreno,181 km/h,12 s,5.5 l/100km,124g CO2/km,4165 mm / 1800 mm / 1550 mm,C,19.900€
9.934,2022,Diésel,Madrid,5,Sí,Automático ,Gris,SUV,Hyundai,TUCSON,Tucson 1.7 CRDi 104 kW (141 CV) 4x2 BlueDrive DCT Tecno,136 CV,Todoterreno,185 km/h,11.5 s,4.9 l/100km,129g CO2/km,4475 mm / 1850 mm / 1645 mm,C,33.500€
20.216,2022,Diésel,Madrid,5,Sí,Automático ,Blanco,SUV,Hyundai,TUCSON,Tucson 1.7 CRDi 104 kW (141 CV) 4x2 BlueDrive DCT Tecno,136 CV,Todoterreno,185 km/h,11.5 s,4.9 l/100km,129g CO2/km,4475 mm / 1850 mm / 1645 mm,C,33.900€
15.512,2022,Diésel,Madrid,5,Sí,Automático ,Negro,SUV,Hyundai,TUCSON,Tucson 1.7 CRDi 104 kW (141 CV) 4x2 BlueDrive DCT Tecno,136 CV,Todoterreno,185 km/h,11.5 s,4.9 l/100km,129g CO2/km,4475 mm / 1850 mm / 1645 mm,C,33.900€
16.492,2023,Gasolina,Madrid,5,Sí,Manual ,Marrón,Coche,Hyundai,i30,i30 5p 1.5 DPI 81 kW (110 CV) Klass SLX,109 CV,Turismo,187 km/h,12.3 s,6.2 l/100km,g CO2/km,4340 mm / 1795 mm / 1455 mm,C,18.900€
8.733,2023,Gasolina,Madrid,5,Sí,Manual ,Gris,Coche,Hyundai,i10,i10 1.0 MPi 66 CV Klass,67 CV,Turismo,155 km/h,14.9 s,4.7 l/100km,108g CO2/km,3665 mm / 1660 mm / 1500 mm,C,13.600€
11.632,2023,Gasolina,Madrid,5,Sí,Manual ,Blanco,Coche,Hyundai,i10,i10 1.0 MPi 66 CV Klass,67 CV,Turismo,155 km/h,14.9 s,4.7 l/100km,108g CO2/km,3665 mm / 1660 mm / 1500 mm,C,13.500€
19.920,2023,Gasolina,Madrid,5,Sí,Manual ,Rojo,Coche,Hyundai,i10,i10 1.0 MPi 66 CV Klass,67 CV,Turismo,155 km/h,14.9 s,4.7 l/100km,108g CO2/km,3665 mm / 1660 mm / 1500 mm,C,13.300€
17.344,2023,Gasolina,Madrid,5,Sí,Manual ,Blanco,Coche,Hyundai,i20,"i20 1.0 T-GDi 73,6 kW (100 CV) Tecno",99 CV,Turismo,188 km/h,10.8 s,5.9 l/100km,g CO2/km,4035 mm / 1734 mm / 1474 mm,C,16.900€
20.423,2023,Gasolina,Madrid,5,Sí,Manual ,Azul,Coche,Hyundai,i20,"i20 1.0 T-GDi 73,6 kW (100 CV) Tecno",99 CV,Turismo,188 km/h,10.8 s,5.9 l/100km,g CO2/km,4035 mm / 1734 mm / 1474 mm,C,16.800€
15.000,2023,Eléctrico,Madrid,5,Sí,Automático ,Oro,SUV,Hyundai,IONIQ 5,IONIQ 5 239 kW (325 CV) 77 kWh AWD Energy,325 CV,Todoterreno,185 km/h,5.1 s,19.1 l/100km,0g CO2/km,4635 mm / 1890 mm / 1605 mm,Cero,51.000€
40.482,2020,Eléctrico,Madrid,5,No,Automático ,Blanco,SUV,Hyundai,Kona,Kona Eléctrico 150 kW (204 CV) Tecno 64 kWh,204 CV,Todoterreno,167 km/h,7.6 s,15.4 l/100km,0g CO2/km,4180 mm / 1800 mm / 1570 mm,Cero,25.900€
58.000,2019,Híbrido,Madrid,5,Sí,Automático ,Azul,Coche,Hyundai,IONIQ,IONIQ Híbrido 1.6 GDI 104 kW (141 CV) DCT Tecno,141 CV,Turismo,185 km/h,10.8 s,3.6 l/100km,85g CO2/km,4470 mm / 1820 mm / 1450 mm,ECO,17.500€
88.963,2019,Híbrido,Madrid,5,Sí,Automático ,Blanco,Coche,Hyundai,IONIQ,IONIQ Híbrido 1.6 GDI 104 kW (141 CV) DCT Tecno,141 CV,Turismo,185 km/h,10.8 s,3.6 l/100km,85g CO2/km,4470 mm / 1820 mm / 1450 mm,ECO,18.900€
24,2023,Gasolina,Cartagena,5,Sí,Manual ,Blanco,SUV,Hyundai,Kona,Kona 1.0 T-GDI 88 kW (120 CV) 4x2 Tecno,120 CV,Todoterreno,181 km/h,12 s,6.3 l/100km,120g CO2/km,4165 mm / 1800 mm / 1550 mm,C,25.900€
18.367,2023,Diésel,Madrid,5,No,Manual ,Rojo,SUV,Hyundai,TUCSON,Tucson 1.7 CRDi 85 kW (115 CV) 4x2 BlueDrive Essence,116 CV,Todoterreno,176 km/h,13.7 s,4.6 l/100km,119g CO2/km,4475 mm / 1850 mm / 1645 mm,C,25.700€
5,2023,Gasolina,Cartagena,5,Sí,Manual ,Blanco,Coche,Hyundai,i10,i10 1.0 MPI 49 kW (67 CV) 4 plazas Essence,67 CV,Turismo,156 km/h,15.2 s,4.9 l/100km,97g CO2/km,3670 mm / 1680 mm / 1480 mm,C,15.900€
5,2023,Gasolina,Cartagena,5,Sí,Manual ,Azul,SUV,Hyundai,Bayon,Bayon 1.2 MPi 84 CV Essence,83 CV,Todoterreno,165 km/h,13.5 s,5.5 l/100km,g CO2/km,4180 mm / 1775 mm / 1500 mm,C,19.900€
17.529,2023,Diésel,Cartagena,5,Sí,Automático ,Plateado,SUV,Hyundai,Santa Fe,Santa Fe 2.2 CRDi 200 CV 4x4 7 plazas Tecno Aut.,193 CV,Todoterreno,190 km/h,10 s,6.8 l/100km,178g CO2/km,4690 mm / 1880 mm / 1675 mm,B,43.900€
65.900,2021,Gasolina,Erandio,5,No,Automático ,Blanco,SUV,False,False,False,265 CV,False,False,False,False,False,False,False,27.900€
15,2023,Gasolina,Huercal de Almería,5,Sí,Manual ,Rojo,Coche,Hyundai,i10,i10 1.0 MPI 49 kW (67 CV) 4 plazas Essence,67 CV,Turismo,156 km/h,15.2 s,4.9 l/100km,97g CO2/km,3670 mm / 1680 mm / 1480 mm,C,15.000€
11.875,2023,Gasolina,Huercal de Almería,5,Sí,Manual ,Plateado,Coche,Hyundai,i30,i30 5p 1.5 DPI 81 kW (110 CV) Klass SLX,109 CV,Turismo,187 km/h,12.3 s,6.2 l/100km,g CO2/km,4340 mm / 1795 mm / 1455 mm,C,19.890€
4.558,2023,Gasolina,Huercal de Almería,5,Sí,Manual ,Gris,Coche,Hyundai,i10,i10 1.0 MPi 66 CV Klass,67 CV,Turismo,155 km/h,14.9 s,4.7 l/100km,108g CO2/km,3665 mm / 1660 mm / 1500 mm,C,13.900€
20.048,2020,Gasolina,Barcelona,5,Sí,Manual ,Blanco,Coche,Hyundai,i30,i30 Fastback T-GDi 1.0 88 kW (120 CV) Klass Max,120 CV,Turismo,188 km/h,11.5 s,5.2 l/100km,120g CO2/km,4455 mm / 1795 mm / 1425 mm,C,18.400€
25,2023,Gasolina,Barcelona,5,Sí,Manual ,Azul,Coche,Hyundai,i20,"i20 1.0 T-GDi 73,6 kW (100 CV) Tecno",99 CV,Turismo,188 km/h,10.8 s,5.9 l/100km,g CO2/km,4035 mm / 1734 mm / 1474 mm,C,21.590€
18.536,2023,Gasolina,Alcobendas,5,No,Manual ,Blanco,Coche,Hyundai,i30,i30 5p 1.5 DPI 81 kW (110 CV) Klass SLX,109 CV,Turismo,187 km/h,12.3 s,6.2 l/100km,g CO2/km,4340 mm / 1795 mm / 1455 mm,C,18.900€
9.186,2023,Gasolina,Alcobendas,5,No,Manual ,Blanco,Coche,Hyundai,i10,i10 1.0 MPi 66 CV Klass,67 CV,Turismo,155 km/h,14.9 s,4.7 l/100km,108g CO2/km,3665 mm / 1660 mm / 1500 mm,C,13.490€
10.385,2023,Diésel,Jaén,5,Sí,Manual ,Rojo,SUV,Hyundai,TUCSON,Tucson 1.7 CRDi 85 kW (115 CV) 4x2 BlueDrive Essence,116 CV,Todoterreno,176 km/h,13.7 s,4.6 l/100km,119g CO2/km,4475 mm / 1850 mm / 1645 mm,C,26.490€
10.053,2023,Gasolina,Jaén,5,Sí,Manual ,Azul,Coche,Hyundai,i20,"i20 1.2 MPi 61,8 kW (84 CV) Klass",83 CV,Turismo,173 km/h,13.1 s,5.3 l/100km,g CO2/km,4040 mm / 1775 mm / 1450 mm,C,16.790€
12.077,2023,Gasolina,Jaén,5,Sí,Manual ,Blanco,Coche,Hyundai,i20,"i20 1.0 T-GDi 73,6 kW (100 CV) Tecno",99 CV,Turismo,188 km/h,10.8 s,5.9 l/100km,g CO2/km,4035 mm / 1734 mm / 1474 mm,C,17.490€
12.564,2023,Gasolina,Jaén,5,Sí,Manual ,Blanco,Coche,Hyundai,i20,"i20 1.0 T-GDi 73,6 kW (100 CV) Tecno",99 CV,Turismo,188 km/h,10.8 s,5.9 l/100km,g CO2/km,4035 mm / 1734 mm / 1474 mm,C,17.490€
19.043,2023,Gasolina,Jaén,5,Sí,Manual ,Rojo,Coche,Hyundai,i20,"i20 1.0 T-GDi 73,6 kW (100 CV) Tecno",99 CV,Turismo,188 km/h,10.8 s,5.9 l/100km,g CO2/km,4035 mm / 1734 mm / 1474 mm,C,17.490€
14.940,2023,Gasolina,Jaén,5,Sí,Manual ,Gris,Coche,Hyundai,i20,"i20 1.0 T-GDi 73,6 kW (100 CV) Tecno",99 CV,Turismo,188 km/h,10.8 s,5.9 l/100km,g CO2/km,4035 mm / 1734 mm / 1474 mm,C,17.490€
20.700,2023,Diésel,Marbella,5,Sí,Automático ,False,SUV,Peugeot,5008,5008 Allure Pack BlueHDi 130 EAT8,130 CV,Todoterreno,190 km/h,11.8 s,5.6 l/100km,g CO2/km,4641 mm / 1844 mm / 1646 mm,C,34.990€
54.645,2020,Gasolina,Sevilla,5,Sí,Manual ,False,Todo,Peugeot,2008,2008 Signature 1.2 PureTech 110 S&S,100 CV,Todoterreno,191 km/h, s,5 l/100km,114g CO2/km,4159 mm / 1739 mm / 1570 mm,C,17.450€
41.683,2020,Gasolina,Toda España,5,Sí,Manual ,Naranja,Compacto,Mini,MINI,Cooper S Countryman,192 CV,Todoterreno,225 km/h,7.6 s,6.9 l/100km,143g CO2/km,4299 mm / 1822 mm / 1557 mm,C,24.800€
550,2023,Híbrido (Gasolina),Vitoria Gasteiz,4,Sí,Automático ,Azul,Berlina,DS,9,9 E-TENSE 360 4x4 Opera,360 CV,Turismo,250 km/h,5.6 s,1.5 l/100km,g CO2/km,4934 mm / 1855 mm / 1460 mm,Cero,72.900€
5,2023,Eléctrico,Vitoria Gasteiz,5,Sí,Automático ,Gris,Compacto,Peugeot,208,e-208 Allure Pack 100 kW (136 CV),136 CV,Turismo,150 km/h,8.3 s,15.5 l/100km,0g CO2/km,4055 mm / 1745 mm / 1430 mm,Cero,29.800€
11,2023,Gasolina,Vitoria Gasteiz,5,Sí,Manual ,Azul,Compacto,Peugeot,308,308 SW Style 1.2 PureTech 130 S&S,130 CV,Turismo familiar,205 km/h,10 s,4.6 l/100km,106g CO2/km,4585 mm / 1804 mm / 1471 mm,C,22.900€
5,2023,Gasolina,Vitoria Gasteiz,5,Sí,Manual ,Gris,Compacto,Citroen,C3,C3 Collection PureTech 82,83 CV,Turismo,174 km/h,12.3 s,4.6 l/100km,107g CO2/km,3941 mm / 1728 mm / 1524 mm,C,17.900€
131.353,2019,Diésel,Vitoria Gasteiz,5,Sí,Manual ,Blanco,Todo,Peugeot,3008,3008 Access 1.6 BlueHDi 120,130 CV,Monovolumen,183 km/h,12 s,4.1 l/100km,108g CO2/km,4365 mm / 1837 mm / 1639 mm,C,17.900€
145.000,2017,Diésel,Vitoria Gasteiz,3,Sí,Manual ,Blanco,Industrial,Mercedes-Benz,Citan,Citan 108 CDI Combi 75 CV,75 CV,Vehículo comercial,150 km/h,16.3 s,4.6 l/100km,119g CO2/km,4321 mm / 1829 mm / 1809 mm,B,9.990€
65.999,2018,Gasolina,Vitoria Gasteiz,5,Sí,Manual ,Blanco,Monovolumen,Opel,Zafira,Zafira Selective 1.6 Turbo 100 kW (136 CV) Start&Stop 7 plazas,136 CV,Monovolumen,195 km/h,11.3 s,7 l/100km,160g CO2/km,4666 mm / 1884 mm / 1660 mm,C,16.900€
10.921,2024,Diésel,Toda España,5,Sí,Manual ,Blanco,Compacto,Peugeot,208,208 5p Active 1.6 BlueHDi 100,100 CV,Turismo,187 km/h,10.7 s,3.5 l/100km,90g CO2/km,3973 mm / 1739 mm / 1460 mm,C,16.990€
73.499,2024,Gasolina,Toda España,5,Sí,Manual ,Blanco,Familiar,Peugeot,308,308 SW Business Line PureTech 110 S&S,110 CV,Turismo familiar,189 km/h,11.5 s,5.7 l/100km,101g CO2/km,4585 mm / 1804 mm / 1470 mm,C,14.690€
35.673,2024,Gasolina,Toda España,5,Sí,Manual ,Rojo,Compacto,Peugeot,308,308 SW Style 1.2 PureTech 130 S&S,130 CV,Turismo familiar,205 km/h,10 s,4.6 l/100km,106g CO2/km,4585 mm / 1804 mm / 1471 mm,C,15.990€
5,2024,Diésel,Toda España,3,Sí,Manual ,Blanco,Industrial,Peugeot,Partner,Partner Tepee Outdoor e-HDi 92 SST,102 CV,Vehículo comercial,165 km/h,14.3 s,4.9 l/100km,129g CO2/km,4380 mm / 1810 mm / 1862 mm,B,20.990€
5,2024,Diésel,Toda España,3,Sí,Manual ,Blanco,Industrial,Peugeot,Partner,Partner Tepee Outdoor e-HDi 92 SST,102 CV,Vehículo comercial,165 km/h,14.3 s,4.9 l/100km,129g CO2/km,4380 mm / 1810 mm / 1862 mm,B,20.990€
14.431,2023,Diésel,Valencia,5,Sí,Automático ,False,Todo,DS,7,3 Crossback BlueHDi 130 Aut. Performance Line +,130 CV,Todoterreno,195 km/h,9.9 s,5.1 l/100km,g CO2/km,4118 mm / 1791 mm / 1534 mm,C,34.400€
35.931,2021,Gasolina,Xátiva,5,Sí,Manual ,False,Compacto,Volkswagen,Polo,Polo Advance 1.0 TSI 70 kW (95 CV),95 CV,Turismo,187 km/h,10.8 s,4.6 l/100km,105g CO2/km,4053 mm / 1751 mm / 1461 mm,C,16.595€
72.605,2016,Gasolina,Xátiva,5,Sí,Manual ,Blanco,Compacto,Opel,Astra,Astra 5p Dynamic 1.0 Turbo 77 kW (105 CV) Start/Stop,105 CV,Turismo,200 km/h,11.2 s,4.4 l/100km,102g CO2/km,4370 mm / 1809 mm / 1485 mm,C,9.995€
70.000,2017,Diésel,Cádiz,5,Sí,Manual ,False,SUV,Peugeot,3008,3008 GT Line 1.6 BlueHDi 120 S&S,120 CV,Todoterreno,189 km/h,11.2 s,4 l/100km,104g CO2/km,4447 mm / 1841 mm / 1624 mm,C,20.990€
10,2023,Gasolina,Toda España,5,Sí,Manual ,False,Todo,Peugeot,2008,2008 Active Pack Puretech 100,100 CV,Todoterreno,188 km/h,10.9 s,5.4 l/100km,g CO2/km,4300 mm / 1770 mm / 1530 mm,C,24.600€
8.847,2023,Gasolina,Zaragoza,5,Sí,Manual ,False,SUV,Peugeot,2008,2008 Active Pack Puretech 100,100 CV,Todoterreno,188 km/h,10.9 s,5.4 l/100km,g CO2/km,4300 mm / 1770 mm / 1530 mm,C,21.990€
8.230,2023,Híbrido (Gasolina),Sant Feliu de Llobregat,5,Sí,Automático ,False,SUV,Peugeot,3008,3008 Allure Hybrid 225 e-EAT8,225 CV,Todoterreno, km/h, s,1.3 l/100km,g CO2/km,4447 mm / 1841 mm / 1623 mm,Cero,34.390€
1,2024,Gasolina,Hospitalet de Llobregat,5,Sí,Manual ,Negro,Compacto,Peugeot,308,308 SW Style 1.2 PureTech 130 S&S,130 CV,Turismo familiar,205 km/h,10 s,4.6 l/100km,106g CO2/km,4585 mm / 1804 mm / 1471 mm,C,23.600€
57.581,2021,Gasolina,Quintanar de la Orden,5,No,Manual ,Rojo,Crossover,Opel,Crossland,Crossland X Edition 1.2 Turbo Start&Stop 81 kW (110 CV),110 CV,Monovolumen,187 km/h,10.9 s,5 l/100km,107g CO2/km,4212 mm / 1765 mm / 1605 mm,C,18.900€
45,2024,Diésel,Soria,4,No,Manual ,Blanco,Pick,Toyota,Hilux,Hilux Doble Cabina 2.4 150D 4x4 GX,150 CV,Pick Up,170 km/h,13.2 s,6.8 l/100km,179g CO2/km,5330 mm / 1855 mm / 1815 mm,C,36.750€
3,2023,Gasolina,Mollet del Vallès,5,No,Manual ,Beige,Berlina,Citroen,C3,C3 Aircross PureTech 110 S&S Rip Curl,110 CV,Todoterreno,188 km/h,10 s,4.7 l/100km,108g CO2/km,4154 mm / 1756 mm / 1597 mm,C,18.980€
106.692,2016,Gasolina,Leganés,5,No,Manual ,Azul,Berlina,Toyota,Auris,Auris Touring Sports 120T Feel!,116 CV,Turismo familiar,195 km/h,10.4 s,5.5 l/100km,126g CO2/km,4595 mm / 1760 mm / 1485 mm,C,12.500€
48.883,2020,Diésel,Leganés,4,No,Manual ,Blanco,Combi,Renault,Kangoo,Kangoo Combi Profesional Blue dCi 70 kW (95 CV),95 CV,Vehículo comercial,161 km/h,13.8 s,5.4 l/100km,121g CO2/km,4213 mm / 1829 mm / 1814 mm,C,14.000€
220,2022,Eléctrico,Leganés,5,No,Automático ,Rojo,Todoterreno/SUV,Opel,Mokka,Mokka-e Ultimate,136 CV,Todoterreno,150 km/h,9 s,16.2 l/100km,0g CO2/km,4151 mm / 1791 mm / 1534 mm,Cero,26.000€
10,2023,Híbrido,Leganés,5,No,Automático ,Blanco,Todoterreno/SUV,Honda,HR-V,HR-V 1.5 i-MMD Advance Style,131 CV,Todoterreno,170 km/h,10.7 s,5.4 l/100km,g CO2/km,4340 mm / 1790 mm / 1582 mm,ECO,32.600€
28.531,2022,Híbrido,Leganés,5,No,Automático ,Azul,Todoterreno/SUV,Honda,CR-V,CR-V 2.0­ i­-MMD 4x2 Elegance Navi,184 CV,Todoterreno,180 km/h,8.6 s,6.6 l/100km,g CO2/km,4600 mm / 1932 mm / 1679 mm,ECO,36.500€
56.036,2019,Híbrido,Leganés,5,No,Automático ,Gris,Todoterreno/SUV,Toyota,C-HR,C-HR Hybrid Advance,122 CV,Todoterreno,170 km/h,11 s,3.8 l/100km,86g CO2/km,4360 mm / 1795 mm / 1555 mm,ECO,21.500€
64.788,2019,Gasolina,Leganés,5,No,Automático ,Blanco,Todoterreno/SUV,SEAT,Tarraco,Tarraco 2.0 EcoTSI 140 kW (190 CV) DSG-7 S&S 4Drive FR 7 plazas,190 CV,Todoterreno,211 km/h,8 s,9 l/100km,g CO2/km,4735 mm / 1839 mm / 1658 mm,C,28.500€
68.938,2019,Diésel,Leganés,5,No,Manual ,Blanco,Berlina,Opel,Insignia,Insignia Sports Tourer Selective 1.6 CDTi ecoTEC Start & Stop 81 kW (110 CV),110 CV,Turismo familiar,202 km/h,11.6 s,4.6 l/100km,121g CO2/km,4986 mm / 1863 mm / 1500 mm,C,15.500€
123.357,2015,Gasolina,Leganés,5,No,Manual ,Negro,Berlina,Opel,Astra,Astra 5p Selective 1.6 115 CV,115 CV,Turismo,188 km/h,11.7 s,6.6 l/100km,154g CO2/km,4419 mm / 1814 mm / 1510 mm,C,10.500€
36.884,2012,Gasolina,Leganés,5,No,Manual ,Gris,Todoterreno/SUV,Hyundai,ix35,ix35 1.6 GDi 4X2 Classic,135 CV,Todoterreno,178 km/h,11.1 s,6.8 l/100km,158g CO2/km,4410 mm / 1820 mm / 1660 mm,C,13.000€
91.500,2020,Gasolina,Peñacastillo Santander,5,No,Automático ,Plateado,Berlina,Mercedes-Benz,Clase A,AMG A 45 S 4MATIC+,421 CV,Turismo,270 km/h,3.9 s,8.3 l/100km,192g CO2/km,4445 mm / 1850 mm / 1412 mm,C,56.999€
90.000,2019,Gasolina,Noain   Pamplona,4,No,Automático ,Azul,Sedan,BMW,3 Series,320i Berlina,184 CV,Turismo,240 km/h,7.1 s,5.5 l/100km,124g CO2/km,4709 mm / 1827 mm / 1442 mm,C,29.950€
110.000,2018,Diésel,Noain   Pamplona,5,No,Automático ,Gris,Todoterreno/SUV,Audi,Q5,Q5 2.0 TDI 120 kW (163 CV) quattro-ultra S tronic 7 vel.,163 CV,Todoterreno,211 km/h,8.9 s,4.9 l/100km,129g CO2/km,4663 mm / 1893 mm / 1659 mm,C,26.950€
68.000,2019,Diésel,Noain   Pamplona,5,No,Automático ,Gris,Todoterreno/SUV,Land Rover,Range Rover Velar,Range Rover Velar 2.0 D180 4WD Auto R-Dynamic HSE,180 CV,Todoterreno,209 km/h,8.9 s,5.4 l/100km,142g CO2/km,4803 mm / 1930 mm / 1665 mm,C,35.950€
56.656,2015,Diésel,Coria del Río,5,No,Manual ,Blanco,Berlina,Toyota,Yaris,Yaris 5p 90D Active,90 CV,Turismo,175 km/h,10.8 s,3.9 l/100km,104g CO2/km,3885 mm / 1695 mm / 1510 mm,B,12.999€
175.004,2013,Diésel,Utebo,False,Sí,Manual ,Plata,berlina,Renault,Megane,Mégane 5p Extreme 1.5 dCi 105cv eco2,110 CV,Turismo,186 km/h,11.1 s,4.5 l/100km,120g CO2/km,4209 mm / 1777 mm / 1457 mm,B,9.990€
391.772,2005,Diésel,Utebo,False,Sí,Manual ,Plata,berlina,BMW,5 Series,525d Touring Exclusive,177 CV,Turismo familiar,215 km/h,9.4 s,7 l/100km,g CO2/km,4805 mm / 1800 mm / 1445 mm,Sin etiqueta,5.990€
337.914,2011,Diésel,Utebo,False,Sí,Manual ,Blanco,todoterreno/4x4,Mitsubishi,Montero,Montero 5p 3.2 DI-D Motion,200 CV,Todoterreno,180 km/h,10.5 s,8 l/100km,212g CO2/km,4900 mm / 1875 mm / 1860 mm,B,11.990€
270.772,2015,Diésel,Utebo,False,Sí,Manual ,Blanco,industrial,False,False,False,125 CV,False,False,False,False,False,False,False,11.990€
193.521,2001,Diésel,Utebo,False,Sí,Manual ,Azul,berlina,Volkswagen,Polo,Polo 5p Trendline 1.4 TDI,75 CV,Turismo,170 km/h,12.9 s,4.4 l/100km,g CO2/km,3743 mm / 1632 mm / 1418 mm,Sin etiqueta,2.990€
9.000,2023,Diésel,Tarragona,5,No,Automático ,Gris magnetita,Monovolumen,Mercedes-Benz,Clase T,T 180 d 7G-DCT,116 CV,Vehículo comercial,177 km/h,13.2 s,5.6 l/100km,g CO2/km,4498 mm / 1859 mm / 1811 mm,C,28.078€
306.085,2018,Diésel,Córdoba,4,No,Manual ,Blanco,Vehículo,False,False,False,150 CV,False,False,False,False,False,False,False,27.225€
71.252,2018,Diésel,Huercal,5,No,Manual ,Bright silver metallic /,puertas:,Volvo,XC60,XC60 Momentum D4 AWD,190 CV,Todoterreno,205 km/h,8.8 s,5.3 l/100km,139g CO2/km,4688 mm / 1902 mm / 1658 mm,C,29.900€
6.987,2023,Híbrido Enchufable (PHEV),Barcelona,5,No,Automático ,Lunar silver,Berlina,KIA,XCeed,XCeed 1.6 PHEV eMotion,141 CV,Todoterreno,160 km/h,11 s,1.7 l/100km,g CO2/km,4395 mm / 1826 mm / 1495 mm,Cero,27.995€
14.995,2023,Gasolina,Barcelona,5,No,Manual ,Aurora black (abp),4x4,KIA,Stonic,Stonic 1.2 DPi 62 kW (84 CV) Concept,84 CV,Todoterreno,165 km/h,13.5 s,6.7 l/100km,156g CO2/km,4140 mm / 1760 mm / 1500 mm,C,15.115€
21.810,2023,Gasolina,Barcelona,5,No,Manual ,Dark penta metal,4x4,KIA,Sportage,Sportage Drive 1.6 T-GDI MHEV 110 kW (150 CV) 4x2,150 CV,Todoterreno,189 km/h,10.3 s,6.5 l/100km,g CO2/km,4515 mm / 1865 mm / 1645 mm,ECO,24.855€
2.500,2023,Híbrido,Barcelona,5,No,Automático ,Lunar silver (css),4x4,KIA,Sportage,Sportage Drive HEV 1.6 T-GDI 169 kW (230 CV) 4x2,230 CV,Todoterreno,193 km/h,8 s,5.6 l/100km,g CO2/km,4515 mm / 1865 mm / 1645 mm,ECO,36.295€
4.285,2023,Híbrido,Barcelona,5,No,Automático ,Lunar silver / aurora bla,4x4,KIA,Sportage,Sportage Tech HEV 1.6 T-GDI 169 kW (230 CV) 4x2,230 CV,Todoterreno,193 km/h,8 s,5.7 l/100km,g CO2/km,4515 mm / 1865 mm / 1645 mm,ECO,38.625€
4.000,2023,Gasolina,Barcelona,5,No,Manual ,Clear white (ud),Berlina,KIA,Picanto,Picanto 1.2 DPi 62 kW (84 CV) GT Line,84 CV,Turismo,173 km/h,12.5 s,5.3 l/100km,g CO2/km,3595 mm / 1595 mm / 1485 mm,C,15.495€
5.500,2023,Gasolina,Barcelona,5,No,Manual ,Astro grey (m7g),Berlina,KIA,Picanto,Picanto 1.0 T-GDI X-Line,100 CV,Turismo,180 km/h,10.1 s,4.5 l/100km,104g CO2/km,3670 mm / 1625 mm / 1500 mm,C,17.195€
