KM,Año,Combustible,Ciudad,Nº puertas,Garantía,Cambio,Color,Carrocería,Marca,Modelo,Versión,Potencia,Tipo de carrocería,Velocidad máxima,Aceleracion,Consumo,Emisiones,Dimensiones,Etiqueta medioambiental,Precio
152.250,2018,Diésel,Perillo,5,No,Automático ,Inval. black - non-metall,Coupé,Mercedes-Benz,GLC,GLC 220 d 4MATIC,170 CV,Todoterreno,210 km/h,8.3 s,5.9 l/100km,156g CO2/km,4656 mm / 1890 mm / 1644 mm,C,39.400€
50.978,2021,Híbrido (Gasolina),Zaratán,3,Sí,Manual ,Gris,Utilitario,False,False,False,70 CV,False,False,False,False,False,False,False,13.400€
5.289,2023,Diésel,Madrid,5,No,Automático ,Plata,Monovolumen,Mercedes-Benz,Clase B,B 180 d,115 CV,Monovolumen,200 km/h,10 s,5.2 l/100km,g CO2/km,4419 mm / 1797 mm / 1562 mm,C,33.500€
16.300,2022,Gasolina,Olías del Rey,5,Sí,Manual ,Rojo,Todoterreno,Hyundai,Kona,Kona 1.0 T-GDI 88 kW (120 CV) 4x2 Style,119 CV,Todoterreno,181 km/h,12 s,5.7 l/100km,129g CO2/km,4165 mm / 1800 mm / 1550 mm,C,20.600€
1,2023,Híbrido (Gasolina),Granada,3,Sí,Manual ,Gris,Berlina,False,False,False,69 CV,False,False,False,False,False,False,False,15.400€
62.880,2021,Gasolina,Rivas Vaciamadrid,2,Sí,Automático ,Negro,Todoterreno,Porsche,718,718 Boxster S PDK,350 CV,Descapotable,285 km/h,4.4 s,7.3 l/100km,167g CO2/km,4379 mm / 1801 mm / 1280 mm,C,34.990€
100,2023,Gasolina,Rivas Vaciamadrid,False,No,Automático ,Verde,Deportivo,Lamborghini,Huracan,Huracán STO,,Coupé,310 km/h,3 s, l/100km,g CO2/km,4549 mm / 1945 mm / 1220 mm,C,495.000€
5,2022,Eléctrico,Orihuela,5,Sí,Automático ,Azul,Monovolumen,Opel,Combo,Combo-e Life Elegance Plus 100 kW (136 CV) 50 kWh,136 CV,Vehículo comercial,135 km/h,11.7 s,19.7 l/100km,0g CO2/km,4403 mm / 1848 mm / 1841 mm,Cero,34.800€
5,2023,Eléctrico,Orihuela,5,Sí,Automático ,Blanco,Sedan,False,False,False,181 CV,False,False,False,False,False,False,False,36.300€
5,2023,Eléctrico,Orihuela,5,Sí,Automático ,Blanco,Sedan,False,False,False,181 CV,False,False,False,False,False,False,False,36.200€
5,2023,Eléctrico,Orihuela,5,Sí,Automático ,Blanco,Sedan,False,False,False,181 CV,False,False,False,False,False,False,False,34.500€
5,2023,Diésel,Orihuela,5,Sí,Automático ,Azul,Sedan,Opel,Astra,Astra 5p Elegance 1.5D 90 kW (122 CV) Aut. 9 vel.,130 CV,Turismo,205 km/h,10.9 s,5 l/100km,109g CO2/km,4370 mm / 1809 mm / 1485 mm,C,27.300€
5,2023,Diésel,Orihuela,5,Sí,Manual ,Rojo,Sedan,Opel,Astra,Astra 5p Elegance 1.5D 90 kW (122 CV),130 CV,Turismo,210 km/h,10.3 s,4.4 l/100km,92g CO2/km,4370 mm / 1809 mm / 1485 mm,C,25.900€
5,2023,Gasolina,Orihuela,5,Sí,Manual ,Amarillo,Sedan,Opel,Astra,Astra 5p GS Line 1.2 Turbo 96 kW (130 CV),130 CV,Turismo,215 km/h,10.5 s,5.2 l/100km,99g CO2/km,4370 mm / 1809 mm / 1485 mm,C,26.500€
5,2023,Gasolina,Orihuela,5,Sí,Manual ,Azul,Sedan,Opel,Astra,Astra 5p Business Elegance 1.2 Turbo 96 kW (130 CV),130 CV,Turismo,215 km/h,10.5 s,5.2 l/100km,g CO2/km,4370 mm / 1809 mm / 1485 mm,C,26.300€
5,2023,Diésel,Orihuela,5,Sí,Manual ,Rojo,Sedan,Opel,Corsa,Corsa 1.5D 75 kW (102 CV) Elegance,102 CV,Turismo,188 km/h,10.2 s,3.2 l/100km,85g CO2/km,4060 mm / 1765 mm / 1435 mm,C,20.500€
22.094,2023,Híbrido (Gasolina),Palma de Mallorca,5,Sí,Automático ,Blanco,Todoterreno,False,False,False,163 CV,False,False,False,False,False,False,False,53.900€
35.438,2022,Gasolina,Palma de Mallorca,5,Sí,Manual ,Blanco,Todoterreno,Ford,EcoSport,EcoSport Titanium 1.0 EcoBoost 92 kW (125 CV),125 CV,Todoterreno,180 km/h,12.7 s,5.4 l/100km,125g CO2/km,4017 mm / 1765 mm / 1633 mm,C,19.850€
123.038,2018,Gasolina,Alcorcón,5,Sí,Manual ,Granate,Monovolumen,Citroen,C4 SpaceTourer,C4 SpaceTourer PureTech 130 S&S Feel,130 CV,Monovolumen,200 km/h,9.6 s,5.2 l/100km,119g CO2/km,4438 mm / 1826 mm / 1610 mm,C,14.495€
1,2023,Gasolina,3509,5,Sí,Manual ,Naranja,Todoterreno,Peugeot,2008,2008 GT Line 1.2 PureTech 130 S&S EAT6,130 CV,Todoterreno,203 km/h, s,5.2 l/100km,118g CO2/km,4159 mm / 1739 mm / 1570 mm,C,27.900€
89.632,2018,Diésel,Orihuela,5,Sí,Automático ,Gris,Todoterreno,DS,7,7 Crossback BlueHDi 130 Automático So Chic,130 CV,Todoterreno,195 km/h,10.7 s, l/100km,119g CO2/km,4570 mm / 1895 mm / 1620 mm,C,26.500€
145.310,2019,Gasolina,Alcalá de Henares,5,Sí,Manual ,Rojo,Todoterreno,Mazda,CX-5,CX-5 2.0 160 CV 4WD Style,165 CV,Todoterreno,197 km/h,10.5 s,6.6 l/100km,155g CO2/km,4555 mm / 1840 mm / 1670 mm,C,18.490€
39.000,2020,Gasolina,Madrid,5,Sí,Manual ,Rojo,Todoterreno,Honda,HR-V,HR-V 1.5 i-VTEC 96 kW (130 CV) Elegance Navi,130 CV,Todoterreno,192 km/h,10.2 s,5.7 l/100km,130g CO2/km,4335 mm / 1772 mm / 1605 mm,C,20.790€
29.200,2022,Gasolina,Madrid,5,Sí,Manual ,Gris,Todoterreno,Fiat,500X,500X 1.0 Firefly T3 88 kW (120 CV) Cross,120 CV,Todoterreno,188 km/h,10.9 s,6.3 l/100km,g CO2/km,4269 mm / 1796 mm / 1595 mm,C,15.790€
100.000,2016,Diésel,Baena,False,Sí,Automático ,Blanco,Familiar,Mazda,6,Mazda6 Wagon Style+ 2.2 SKYACTIV-D 150 CV Aut.,,Turismo familiar,202 km/h,10 s,4.9 l/100km,129g CO2/km,4800 mm / 1840 mm / 1480 mm,C,19.500€
68.000,2014,Diésel,Granollers,5,No,Manual ,Azul,Berlina,Volkswagen,Golf,Golf 5p Sport 1.6 TDI 105 CV,105 CV,Turismo,189 km/h,11.3 s,4.5 l/100km,119g CO2/km,4199 mm / 1779 mm / 1479 mm,B,14.900€
59.000,2018,Gasolina,El Prat de Llobregat,False,Sí,Manual ,Negro,Berlina,Ford,KUGA,Kuga Titanium 1.5 EcoBoost Auto-Start-Stop 150 CV 4x2,150 CV,Todoterreno,195 km/h,9.7 s,6.2 l/100km,143g CO2/km,4524 mm / 1838 mm / 1699 mm,C,16.990€
23.500,2019,Gasolina,Barcelona,5,Sí,Automático ,Negro,Familiar,False,False,False,450 CV,False,False,False,False,False,False,False,80.900€
129.000,2009,Gasolina,Palma de Mallorca,5,Sí,Manual ,Azul,Dos,Honda,Jazz,Jazz 1.2 LS i-DSI,90 CV,Monovolumen,170 km/h,12.9 s,5.5 l/100km,g CO2/km,3830 mm / 1675 mm / 1525 mm,B,7.500€
120.700,2011,Gasolina,Palma de Mallorca,5,No,Manual ,Negro,Monovolumen,Hyundai,iX20,ix20 1.4 Comfort,90 CV,Monovolumen,168 km/h,12.8 s,6 l/100km,140g CO2/km,4100 mm / 1765 mm / 1600 mm,C,9.200€
97.000,2017,Gasolina,Palma de Mallorca,5,Sí,Manual ,Rojo,Berlina,Nissan,Pulsar,Pulsar DIG-T 115 CV N-TEC,116 CV,Turismo,190 km/h,10.7 s,5 l/100km,117g CO2/km,4387 mm / 1768 mm / 1520 mm,C,12.700€
63.000,2011,Gasolina,Palma de Mallorca,5,Sí,Manual ,Azul,Turismo,Citroen,C3,C3 1.4i LX,73 CV,Turismo,163 km/h,14.2 s,6 l/100km,139g CO2/km,3941 mm / 1728 mm / 1524 mm,C,7.900€
2,2023,Gasolina,Alcalá de Henares,5,Sí,Automático ,Verde,Coche,Peugeot,308,308 SW Allure 1.2 PureTech 130 S&S EAT8,131 CV,Turismo familiar,203 km/h,10.2 s,5.4 l/100km,125g CO2/km,4585 mm / 1804 mm / 1470 mm,C,26.990€
25.058,2022,Diésel,Huercal,5,No,Automático ,Mountaingrau - met.,puertas:,Mercedes-Benz,Clase A,A 180 d 8G-DCT,116 CV,Turismo,202 km/h,9.5 s,5 l/100km,g CO2/km,4419 mm / 1796 mm / 1440 mm,C,35.900€
18.200,2022,Diésel,Castellón,5,No,Automático ,Blanco polar - pintura un,puertas:,Mercedes-Benz,Clase A,A 200 d 4MATIC 8G-DCT,160 CV,Turismo,217 km/h,8.3 s,5.1 l/100km,121g CO2/km,4419 mm / 1796 mm / 1440 mm,C,36.000€
8.000,2023,Eléctrico,Espinardo,5,No,Automático ,Cityscape green,4x4,KIA,Niro,e-Niro Drive 150 kW (204 CV) 65 kWh,204 CV,Todoterreno,167 km/h,7.8 s,16.2 l/100km,0g CO2/km,4420 mm / 1825 mm / 1570 mm,Cero,45.700€
25.000,2021,Gasolina,Elche,5,Sí,Automático ,Gris,Berlina,Volkswagen,Golf,Golf Life 1.0 eTSI 81 kW (110 CV) DSG 7 vel.,,Turismo,202 km/h,10.2 s,5.1 l/100km,g CO2/km,4284 mm / 1789 mm / 1456 mm,ECO,25.900€
37.000,2019,Diésel,Elche,4,Sí,Manual ,Blanco,Furgoneta,Renault,Kangoo,Kangoo Combi Profesional Energy dCi 66 kW (90 CV),,Vehículo comercial,160 km/h,13.3 s,4.3 l/100km,112g CO2/km,4213 mm / 1829 mm / 1814 mm,C,16.900€
9.613,2022,Eléctrico,Castelló,4,Sí,Automático ,Blanco,Monovolumen,False,False,False,136 CV,False,False,False,False,False,False,False,46.500€
91.741,2017,Gasolina,Málaga,5,Sí,Manual ,Gris,Familiar,Mercedes-Benz,CLA,CLA 180 Shooting Brake,122 CV,Turismo familiar,210 km/h,9.1 s,5.8 l/100km,134g CO2/km,4640 mm / 1777 mm / 1435 mm,C,21.890€
75.850,2019,Diésel,Rivas Vaciamadrid,4,Sí,Automático ,Gris,Berlina,Audi,A4,A4 Advanced edition 35 TDI S tronic 7 vel.,150 CV,Turismo,219 km/h,8.9 s,4.3 l/100km,114g CO2/km,4726 mm / 1842 mm / 1427 mm,C,27.990€
25.000,2023,Híbrido (Diésel),Madrid,5,Sí,Automático ,Gris,Todoterreno,False,False,False,204 CV,False,False,False,False,False,False,False,51.000€
11.859,2022,Híbrido (Gasolina),Madrid,5,Sí,Automático ,Negro,Todoterreno,Land Rover,Range Rover Sport,Range Rover Sport 2.0 Si4 PHEV 297 kW (404 CV) Autobiography Dynamic,399 CV,Todoterreno,220 km/h,6.3 s,3.1 l/100km,71g CO2/km,4879 mm / 1983 mm / 1803 mm,Cero,80.000€
148.340,2018,Diésel,Madrid,5,Sí,Automático ,Gris,Todoterreno,Land Rover,Discovery,Discovery 4 3.0 TDV6 HSE Aut.,258 CV,Todoterreno,180 km/h,9.6 s,9.3 l/100km,244g CO2/km,4829 mm / 2022 mm / 1837 mm,B,33.400€
16.615,2023,Híbrido (Diésel),Madrid,5,Sí,Automático ,Gris,Todoterreno,False,False,False,204 CV,False,False,False,False,False,False,False,52.000€
15.424,2023,Híbrido (Diésel),Madrid,5,Sí,Automático ,Gris,Todoterreno,False,False,False,300 CV,False,False,False,False,False,False,False,85.600€
15.391,2023,Híbrido (Diésel),Madrid,5,Sí,Automático ,Azul,Todoterreno,False,False,False,204 CV,False,False,False,False,False,False,False,61.000€
25.000,2023,Híbrido (Diésel),Madrid,5,Sí,Automático ,Azul,Todoterreno,False,False,False,300 CV,False,False,False,False,False,False,False,85.600€
25.000,2023,Híbrido (Diésel),Madrid,5,Sí,Automático ,Gris,Todoterreno,False,False,False,163 CV,False,False,False,False,False,False,False,47.500€
25.000,2023,Híbrido (Diésel),Madrid,5,Sí,Automático ,Negro,Todoterreno,False,False,False,163 CV,False,False,False,False,False,False,False,47.000€
160.000,2014,Diésel,Reus,5,No,Manual ,Gris,Berlina,Volvo,V40,V40 D2 Kinetic,115 CV,Turismo,190 km/h,11.9 s,3.7 l/100km,96g CO2/km,4369 mm / 1802 mm / 1420 mm,B,9.990€
20.389,2021,Híbrido (Gasolina),Gandía,5,No,Manual ,Gris-negro,Todoterreno,False,False,False,149 CV,False,False,False,False,False,False,False,26.990€
56.834,2021,Diésel,Madrid,4,Sí,Manual ,Blanco,Monovolumen,Citroen,SpaceTourer,SpaceTourer Talla XL BlueHDi 150 S&S Feel,145 CV,Vehículo comercial,183 km/h,10.3 s,5.5 l/100km,146g CO2/km,5309 mm / 1920 mm / 1890 mm,C,34.990€
34.000,2020,Diésel,Sabadell,5,Sí,Automático ,Negro,Todoterreno,BMW,X2,X2 sDrive18d Aut.,150 CV,Todoterreno,207 km/h,9.3 s,4.4 l/100km,114g CO2/km,4360 mm / 1824 mm / 1526 mm,C,30.900€
98.863,2019,Diésel,Cuenca,False,Sí,Manual ,Gris,Familiar,BMW,3 Series,320d Touring,,Turismo familiar,207 km/h,10.1 s,5.9 l/100km,g CO2/km,4478 mm / 1739 mm / 1409 mm,Sin etiqueta,23.900€
122.000,2009,Diésel,Móstoles,5,No,Manual ,Gris claro,Todoterreno,Volvo,XC60,S40 2.0 D Summum,,Turismo,205 km/h,9.5 s,5.8 l/100km,153g CO2/km,4476 mm / 1770 mm / 1454 mm,B,12.499€
169.000,2003,Gasolina,Barcelona,5,Sí,Manual ,Azul,Berlina,Mercedes-Benz,Clase C,C 200 K Familiar,163 CV,Turismo familiar,226 km/h,9.6 s,9.9 l/100km,g CO2/km,4541 mm / 1728 mm / 1465 mm,B,5.970€
63.000,2020,Eléctrico,Toledo,5,Sí,Automático ,Blanco,Todoterreno,Hyundai,Kona,Kona Eléctrico 150 kW (204 CV) Style 64 kWh,204 CV,Todoterreno,167 km/h,7.6 s,15.4 l/100km,0g CO2/km,4180 mm / 1800 mm / 1570 mm,Cero,26.900€
17.950,2019,Gasolina,Alpedrete,5,Sí,Manual ,Azul,4x4,False,False,False,110 CV,False,False,False,False,False,False,False,29.900€
1.100,2023,Gasolina,Sevilla,5,Sí,Automático ,Plateado,SUV,False,False,False,265 CV,False,False,False,False,False,False,False,44.500€
2.500,2022,Gasolina,Albacete,5,No,Manual ,Gris,SUV,Hyundai,TUCSON,Tucson N Line 1.6 T-GDI 48V 110 kW (150 CV),150 CV,Todoterreno,189 km/h,10.3 s,6.7 l/100km,g CO2/km,4500 mm / 1865 mm / 1650 mm,ECO,32.000€
2,2023,Eléctrico,Burlada (pamplona),5,No,Automático ,Negro,Todoterreno/SUV,Opel,Mokka,Mokka-e Ultimate,136 CV,Todoterreno,150 km/h,9 s,16.2 l/100km,0g CO2/km,4151 mm / 1791 mm / 1534 mm,Cero,37.850€
2,2023,Eléctrico,Burlada (pamplona),5,No,Automático ,Rojo,Berlina,Opel,Corsa,Corsa-e GS,136 CV,Turismo,150 km/h,8.7 s,15.5 l/100km,0g CO2/km,4060 mm / 1765 mm / 1435 mm,Cero,32.700€
40.347,2021,Diésel,Burlada,5,No,Manual ,Azul,Berlina,Peugeot,308,308 SW Allure BlueHDi 130 S&S,130 CV,Turismo familiar,203 km/h,10 s,4.6 l/100km,94g CO2/km,4585 mm / 1804 mm / 1470 mm,C,17.500€
48.140,2021,Diésel,Burlada,5,No,Manual ,Gris,Berlina,Peugeot,308,308 SW Allure BlueHDi 130 S&S,130 CV,Turismo familiar,203 km/h,10 s,4.6 l/100km,94g CO2/km,4585 mm / 1804 mm / 1470 mm,C,16.900€
92.325,2018,Diésel,Burlada,4,No,Manual ,Blanco,Furgon,Peugeot,Boxer,508 SW Access 1.6 HDi 115,110 CV,Turismo familiar,188 km/h,11.6 s,4.6 l/100km,120g CO2/km,4813 mm / 1853 mm / 1476 mm,B,20.900€
66.370,2018,Gasolina,Burlada,5,No,Automático ,Blanco,Todoterreno/SUV,Peugeot,3008,3008 Allure PureTech 130 S&S EAT8,130 CV,Todoterreno,197 km/h,9.7 s,5.2 l/100km,120g CO2/km,4447 mm / 1841 mm / 1624 mm,C,20.900€
41.112,2019,Gasolina,Burlada,5,No,Manual ,Negro,Todoterreno/SUV,Peugeot,2008,2008 Active 1.2 PureTech 82,82 CV,Todoterreno,169 km/h,13.5 s,4.9 l/100km,114g CO2/km,4159 mm / 1739 mm / 1570 mm,C,15.900€
90.112,2015,Gasolina,Burlada,5,No,Manual ,Plateado,Berlina,Toyota,Auris,Auris Touring Sports 120T Feel!,116 CV,Turismo familiar,195 km/h,10.4 s,5.5 l/100km,126g CO2/km,4595 mm / 1760 mm / 1485 mm,C,13.500€
600,2023,Diésel,Tarragona,4,No,Automático ,Negro cosmos metalizado,Berlina,Mercedes-Benz,Clase A,A 200 d Sedán,150 CV,Turismo,227 km/h,8.4 s,4.9 l/100km,g CO2/km,4558 mm / 1796 mm / 1446 mm,C,51.000€
4.520,2023,Diésel,Albacete,4,No,Automático ,Blanco polar,Berlina,Mercedes-Benz,Clase A,A 180 d Sedán,116 CV,Turismo,206 km/h,9.9 s,5 l/100km,g CO2/km,4558 mm / 1796 mm / 1446 mm,C,40.090€
96.000,2018,Diésel,San Salvador de Muxa,5,No,Manual ,Blanco,Vehículo,False,False,False,110 CV,False,False,False,False,False,False,False,14.900€
18.230,2022,Híbrido,Granada,5,No,Automático ,Gris,Berlina,KIA,Niro,Niro 1.6 HEV Emotion,141 CV,Todoterreno,164 km/h,11.5 s,5.2 l/100km,100g CO2/km,4355 mm / 1805 mm / 1535 mm,ECO,26.990€
38.747,2022,Eléctrico,Granada,5,No,Automático ,Gris,Berlina,KIA,Niro,e-Niro Drive 150 kW (204 CV) 65 kWh,204 CV,Todoterreno,167 km/h,7.8 s,16.2 l/100km,0g CO2/km,4420 mm / 1825 mm / 1570 mm,Cero,35.490€
236.000,2014,Diésel,Puerto Lumbreras,5,No,Automático ,negro,Turismo,False,False,False,150 CV,False,False,False,False,False,False,False,24.000€
2.040,2022,Eléctrico,Madrid,5,Sí,Automático ,Gris,Berlina,Mercedes-Benz,EQS,EQS 580 4MATIC,523 CV,Turismo,210 km/h,4.3 s,18.2 l/100km,0g CO2/km,5216 mm / 1926 mm / 1512 mm,Cero,96.900€
77.281,2018,Diésel,San Sebastián de los Reyes,2,Sí,Automático ,Blanco,Cabriolet,Mercedes-Benz,Clase C,C 220 d 4MATIC Cabrio,170 CV,Descapotable,225 km/h,8.1 s,5 l/100km,130g CO2/km,4686 mm / 1810 mm / 1416 mm,C,36.900€
20.711,2022,Diésel,Leganés,5,Sí,Automático ,Negro,Monovolumen,Mercedes-Benz,Clase B,B 180 CDI Autotronic,115 CV,Monovolumen,178 km/h,11.8 s,5.6 l/100km,148g CO2/km,4273 mm / 1777 mm / 1603 mm,B,27.300€
17.499,2022,Diésel,Madrid,5,Sí,Automático ,Negro,Monovolumen,Mercedes-Benz,Clase B,B 180 CDI Autotronic,116 CV,Monovolumen,178 km/h,11.8 s,5.6 l/100km,148g CO2/km,4273 mm / 1777 mm / 1603 mm,B,27.300€
18.361,2022,Diésel,Madrid,5,Sí,Automático ,Blanco,Monovolumen,Mercedes-Benz,Clase B,B 180 CDI Autotronic,116 CV,Monovolumen,178 km/h,11.8 s,5.6 l/100km,148g CO2/km,4273 mm / 1777 mm / 1603 mm,B,31.900€
27.753,2022,Diésel,Madrid,5,Sí,Automático ,Blanco,Monovolumen,Mercedes-Benz,Clase B,B 180 CDI Autotronic,116 CV,Monovolumen,178 km/h,11.8 s,5.6 l/100km,148g CO2/km,4273 mm / 1777 mm / 1603 mm,B,27.600€
35.874,2021,Diésel,Alcalá de Henares,5,Sí,Automático ,Negro,Monovolumen,Mercedes-Benz,Clase B,B 180 CDI Autotronic,116 CV,Monovolumen,178 km/h,11.8 s,5.6 l/100km,146g CO2/km,4273 mm / 1777 mm / 1603 mm,B,24.200€
48.433,2021,Diésel,Leganés,5,Sí,Automático ,Gris,Monovolumen,Mercedes-Benz,Clase B,B 180 CDI Autotronic,116 CV,Monovolumen,178 km/h,11.8 s,5.6 l/100km,146g CO2/km,4273 mm / 1777 mm / 1603 mm,B,26.600€
15.662,2022,Gasolina,San Sebastián de los Reyes,5,Sí,Automático ,Gris,Berlina,Mercedes-Benz,Clase A,AMG A 45 S 4MATIC+,421 CV,Turismo,270 km/h,3.9 s,8.3 l/100km,192g CO2/km,4445 mm / 1850 mm / 1412 mm,C,79.900€
5.000,2022,Eléctrico,Sevilla,5,Sí,Automático ,Azul,Monovolumen,Opel,Combo,Combo-e Life Elegance 100 kW (136 CV) 50 kWh,136 CV,Vehículo comercial,135 km/h,11.7 s,19.5 l/100km,0g CO2/km,4403 mm / 1848 mm / 1841 mm,Cero,30.500€
2.500,2023,Eléctrico,Cuenca,5,Sí,Automático ,Blanco,Berlina,Citroen,C4,ë-C4 Eléctrico 50 kWh C Series 100 kW,136 CV,Turismo,150 km/h,9.7 s,15.3 l/100km,0g CO2/km,4360 mm / 1800 mm / 1520 mm,Cero,32.900€
10.000,2023,Diésel,Cuenca,5,Sí,Manual ,Gris,Berlina,Citroen,C3,C3 BlueHDi 100 S&S C-Series,102 CV,Turismo,188 km/h,10.2 s,4.5 l/100km,g CO2/km,3996 mm / 1749 mm / 1474 mm,C,16.500€
35.000,2022,Gasolina,Cuenca,5,Sí,Manual ,Gris,Berlina,Citroen,C3,C3 PureTech 83 S&S Feel Pack,83 CV,Turismo,169 km/h,13.3 s,5.8 l/100km,g CO2/km,3996 mm / 1749 mm / 1474 mm,C,15.500€
100,2023,Gasolina,Castellon,5,Sí,Manual ,Blanco,Todoterreno,Opel,Grandland X,Grandland X Ultimate 1.2 Turbo Start&Stop 96 kW (130 CV),130 CV,Todoterreno,197 km/h,10.4 s,6.5 l/100km,g CO2/km,4477 mm / 1856 mm / 1609 mm,C,27.900€
16.201,2022,Híbrido (Gasolina),Mataro,5,Sí,Automático ,Negro,Todoterreno,Peugeot,3008,3008 Allure Hybrid 225 e-EAT8,225 CV,Todoterreno, km/h, s,1.4 l/100km,49g CO2/km,4447 mm / 1841 mm / 1623 mm,Cero,33.900€
12.532,2022,Híbrido (Gasolina),Sabadell,5,Sí,Automático ,Blanco,Todoterreno,KIA,Sportage,Sportage Tech HEV 1.6 T-GDI 169 kW (230 CV) 4x4,230 CV,Todoterreno,193 km/h,8.3 s,6.3 l/100km,g CO2/km,4515 mm / 1865 mm / 1645 mm,ECO,33.990€
45.870,2021,Gasolina,Foios,5,Sí,Manual ,Rojo,Todoterreno,KIA,XCeed,XCeed 1.0 T-GDi Drive 88 kW (120 CV),120 CV,Todoterreno,186 km/h,11.3 s,6 l/100km,g CO2/km,4395 mm / 1826 mm / 1483 mm,C,21.970€
48.740,2021,Gasolina,Foios,5,Sí,Manual ,Blanco,Todoterreno,KIA,XCeed,XCeed 1.0 T-GDi Drive 88 kW (120 CV),120 CV,Todoterreno,186 km/h,11.3 s,6 l/100km,g CO2/km,4395 mm / 1826 mm / 1483 mm,C,21.970€
80.000,2019,Gasolina,Sabadell,5,Sí,Automático ,Gris,Todoterreno,Mercedes-Benz,GLC,GLC 250 4MATIC,211 CV,Todoterreno,222 km/h,7.3 s,6.5 l/100km,152g CO2/km,4656 mm / 1890 mm / 1644 mm,C,36.900€
82.000,2016,Diésel,Badalona,5,Sí,Automático ,Gris,Todoterreno,Nissan,X-Trail,X-Trail dCi 96 kW (130 CV) Xtronic 4x2 N-Connecta,130 CV,Todoterreno,180 km/h,11.4 s,5.3 l/100km,139g CO2/km,4640 mm / 1820 mm / 1710 mm,C,18.490€
134.700,2017,Diésel,Pamplona,5,Sí,Automático ,Blanco,Monovolumen,Volkswagen,Touran,Touran Advance 1.6 TDI CR 110 CV BMT DSG 7 vel.,115 CV,Monovolumen,187 km/h,11.9 s,4.3 l/100km,111g CO2/km,4527 mm / 1829 mm / 1659 mm,C,17.490€
50.537,2019,Diésel,Zaragoza,5,Sí,Automático ,Rojo,Todoterreno,Land Rover,Discovery Sport,Discovery Sport 2.0 Td4 110 kW (150 CV) Aut. 4x4 Pure,150 CV,Todoterreno,180 km/h,10.3 s,5.3 l/100km,139g CO2/km,4589 mm / 1894 mm / 1724 mm,C,25.880€
24.912,2022,Diésel,Puebla de Sancho Pérez,5,Sí,Manual ,Gris,Todoterreno,Jeep,Renegade,Renegade Sport 1.6 MultiJet 88 kW (120 CV) 4x2,130 CV,Todoterreno,178 km/h,10.2 s,4.4 l/100km,115g CO2/km,4236 mm / 1805 mm / 1667 mm,C,19.990€
35.000,2022,Gasolina,Esplugas de Llobregat,5,Sí,Manual ,Verde,Todoterreno,Fiat,500X,500X 1.0 Firefly T3 88 kW (120 CV) Cross,120 CV,Todoterreno,188 km/h,10.9 s,6.3 l/100km,g CO2/km,4269 mm / 1796 mm / 1595 mm,C,15.990€
18.393,2021,Híbrido (Gasolina),Madrid,5,Sí,Automático ,Negro,Todoterreno,DS,7,7 Crossback E-TENSE 300 4x4 Performance Line,300 CV,Todoterreno,235 km/h,5.9 s,1.3 l/100km,g CO2/km,4570 mm / 1895 mm / 1620 mm,Cero,45.900€
169.000,2014,Gasolina,Toledo,4,No,Automático ,Blanco,Berlina,False,False,False,575 CV,False,False,False,False,False,False,False,44.900€
27.092,2022,Híbrido (Gasolina),Rivas Vaciamadrid,3,Sí,Manual ,Gris,Berlina,False,False,False,70 CV,False,False,False,False,False,False,False,12.490€
27.460,2022,Híbrido (Gasolina),Rivas Vaciamadrid,3,Sí,Manual ,Otros,Berlina,False,False,False,70 CV,False,False,False,False,False,False,False,12.490€
167.112,2018,Gas Licuado (GLP),Málaga,5,Sí,Manual ,Negro,Sedan,False,False,False,163 CV,False,False,False,False,False,False,False,7.290€
27.000,2019,Gasolina,Puertollano,5,Sí,Manual ,Negro,4,KIA,Sportage,Sportage 1.6 T-GDi GT Line 4x4 130 kW (177 CV),177 CV,Todoterreno,202 km/h,9.5 s,7.6 l/100km,177g CO2/km,4480 mm / 1855 mm / 1635 mm,C,22.900€
138.000,2012,Diésel,Málaga,5,No,Automático ,False,4,Toyota,RAV4,RAV4 2.2 D-CAT Executive 4x4 Cross Sport AutoDrive S,150 CV,Todoterreno,185 km/h,10.8 s,7.2 l/100km,189g CO2/km,4335 mm / 1815 mm / 1720 mm,B,13.900€
138.059,2018,Diésel,Rivas Vaciamadrid,3,Sí,Manual ,False,puertas:,Renault,Kangoo,Kangoo Combi Privilege 1.5 dCi 80 CV,75 CV,Vehículo comercial,155 km/h, s,5.3 l/100km,g CO2/km,4035 mm / 1672 mm / 1800 mm,Sin etiqueta,7.990€
57.914,2024,Diésel,Toda España,5,Sí,Manual ,Gris,Berlina,Peugeot,508,508 Allure BlueHDi 130 S&S,130 CV,Turismo,208 km/h,9.7 s,3.8 l/100km,101g CO2/km,4750 mm / 1860 mm / 1410 mm,C,22.490€
61.551,2024,Diésel,Toda España,5,Sí,Manual ,Blanco,SUV,Peugeot,2008,2008 Style 1.6 BlueHDi 100,100 CV,Todoterreno,180 km/h,11.3 s,3.6 l/100km,95g CO2/km,4159 mm / 1739 mm / 1570 mm,C,14.990€
5,2024,Eléctrico,Toda España,5,Sí,Automático ,Blanco,Todo,Peugeot,2008,e-2008 Allure Pack 100 kW (136 CV),136 CV,Todoterreno,150 km/h,8.1 s,15.9 l/100km,0g CO2/km,4300 mm / 1770 mm / 1530 mm,Cero,33.990€
