KM,Año,Combustible,Ciudad,Nº puertas,Garantía,Cambio,Color,Carrocería,Marca,Modelo,Versión,Potencia,Tipo de carrocería,Velocidad máxima,Aceleracion,Consumo,Emisiones,Dimensiones,Etiqueta medioambiental,Precio
52.300,2019,Diésel,Cartagena,5,Sí,Manual ,Blanco,Sedan,Audi,A3,A3 Sportback Ambition 1.6 TDI,116 CV,Turismo,194 km/h,11.7 s,4.2 l/100km,112g CO2/km,4292 mm / 1765 mm / 1423 mm,B,20.800€
65.200,2020,Diésel,Cartagena,5,Sí,Manual ,Blanco,Turismo,Ford,Focus,Focus Active Berlina 1.5 EcoBlue 88 kW (120 CV),120 CV,Turismo,192 km/h,10.8 s,3.5 l/100km,92g CO2/km,4397 mm / 1844 mm / 1502 mm,C,17.800€
26.046,2017,Diésel,Cartagena,5,Sí,Manual ,Blanco,4,Peugeot,5008,5008 GT Line 1.6 BlueHDi 120 S&S,120 CV,Todoterreno,188 km/h,11.4 s,4.2 l/100km,108g CO2/km,4641 mm / 1844 mm / 1651 mm,C,24.500€
48.319,2021,Gasolina,Málaga,5,Sí,Automático ,Azul,Berlina,Volkswagen,Polo,Polo R-Line 1.0 TSI 85 kW (115 CV) DSG 7 vel.,110 CV,Turismo,200 km/h,9.5 s,6.3 l/100km,g CO2/km,4053 mm / 1751 mm / 1461 mm,C,18.190€
97.791,2019,Diésel,Málaga,4,Sí,Automático ,Gris,Station,Mercedes-Benz,Clase C,C 200 d Berlina,160 CV,Turismo,226 km/h,7.9 s,4.2 l/100km,112g CO2/km,4686 mm / 1810 mm / 1442 mm,C,21.900€
96.846,2018,Diésel,Málaga,4,Sí,Secuencial ,Negro,Station,Mercedes-Benz,CLA,CLA 200 CDI,136 CV,Turismo,220 km/h,9.4 s,4.2 l/100km,109g CO2/km,4630 mm / 1777 mm / 1432 mm,B,19.800€
157.006,2018,Diésel,Málaga,5,Sí,Automático ,Azul,4x4,Alfa Romeo,Stelvio,Stelvio 2.2 Diesel 110 kW (150 CV) AT8 RWD,150 CV,Todoterreno,198 km/h,8.8 s,4.7 l/100km,124g CO2/km,4687 mm / 1903 mm / 1666 mm,C,21.350€
95.987,2020,Diésel,Málaga,5,Sí,Automático ,Gris,Berlina,Mercedes-Benz,Clase A,A 180 d 7G-DCT,116 CV,Turismo,202 km/h,10.5 s,3.9 l/100km,101g CO2/km,4419 mm / 1796 mm / 1440 mm,C,22.990€
68.849,2019,Gasolina,Málaga,5,Sí,Manual ,Blanco,City,Renault,Twingo,Twingo Intens Energy SCe 52 kW (70 CV),70 CV,Turismo,151 km/h,14.5 s,4.2 l/100km,95g CO2/km,3595 mm / 1646 mm / 1554 mm,C,10.490€
184.000,2010,Diésel,Mijas,5,Sí,Automático ,Verde,4,Land Rover,Discovery,Discovery 4 3.0 TDV6 SE Aut.,245 CV,Todoterreno,180 km/h,9.6 s,9.3 l/100km,244g CO2/km,4829 mm / 2022 mm / 1837 mm,B,16.850€
235.000,2015,Diésel,Málaga,4,Sí,Manual ,Gris,Turismo,BMW,3 Series,318d Berlina,150 CV,Turismo,210 km/h,9.3 s,4.7 l/100km,123g CO2/km,4520 mm / 1817 mm / 1421 mm,B,11.900€
74.849,2019,Diésel,Sant Celoni,5,Sí,Automático ,Negro,Sedan,Volkswagen,Golf,Golf Variant Advance 2.0 TDI 110 kW (150 CV) DSG 7 vel.,150 CV,Turismo familiar,216 km/h,8.9 s,4.4 l/100km,115g CO2/km,4586 mm / 1799 mm / 1515 mm,C,18.900€
127.247,2018,Diésel,Almagro,4,Sí,Automático ,Gris,Berlina,Mercedes-Benz,Clase C,CLK 270 CDI Coupé Aut.,170 CV,Coupé,228 km/h,9.4 s,6.9 l/100km,g CO2/km,4638 mm / 1740 mm / 1413 mm,Sin etiqueta,25.990€
178.950,2010,Diésel,Castuera,5,Sí,Manual ,Azul,Dos,Skoda,Fabia,Fabia Combi 1.6 TDI CR 75 CV Young,75 CV,Turismo familiar,167 km/h,14.2 s,4.2 l/100km,109g CO2/km,4247 mm / 1642 mm / 1498 mm,B,6.500€
124.000,2013,Gasolina,Málaga,5,No,Automático ,Azul,Station,Opel,Astra,Astra 5p Excellence 1.4 Turbo 140 CV Aut.,140 CV,Turismo,200 km/h,10 s,6.6 l/100km,154g CO2/km,4419 mm / 1814 mm / 1510 mm,C,5.800€
4.458,2023,Gasolina,Sevilla,5,No,Manual ,Negro,SUV,Hyundai,Kona,Kona 1.0 T-GDI 88 kW (120 CV) 4x2 Tecno,120 CV,Todoterreno,181 km/h,12 s,6.3 l/100km,120g CO2/km,4165 mm / 1800 mm / 1550 mm,C,20.490€
6.313,2023,Gasolina,Sevilla,5,Sí,Manual ,Negro,SUV,Hyundai,Kona,Kona 1.0 T-GDI 88 kW (120 CV) 4x2 Tecno,120 CV,Todoterreno,181 km/h,12 s,6.3 l/100km,120g CO2/km,4165 mm / 1800 mm / 1550 mm,C,20.490€
1,2023,Gasolina,Oiartzun,5,Sí,Manual ,Blanco,Coche,Hyundai,i20,"i20 1.2 MPi 61,8 kW (84 CV) N Line 30 Aniversario",84 CV,Turismo,173 km/h,13.1 s,5.4 l/100km,g CO2/km,4040 mm / 1775 mm / 1450 mm,C,19.990€
11.360,2022,Gasolina,Barcelona,5,Sí,Manual ,Blanco,Coche,Hyundai,i30,i30 Fastback T-GDi 1.0 88 kW (120 CV) Klass Max,120 CV,Turismo,188 km/h,11.5 s,5.2 l/100km,120g CO2/km,4455 mm / 1795 mm / 1425 mm,C,20.600€
71.909,2019,Gasolina,San Fruitos del Bages,5,Sí,Manual ,False,Compacto,Peugeot,208,208 5p Signature 1.2 PureTech 82 S&S,82 CV,Turismo,175 km/h,14.6 s,4.8 l/100km,109g CO2/km,3973 mm / 1739 mm / 1460 mm,C,11.900€
38.188,2020,Gasolina,San Fruitos del Bages,3,Sí,Manual ,False,Compacto,Fiat,500,500 1.2 51 kW (69 CV) Lounge,69 CV,Turismo,160 km/h,12.9 s,4.9 l/100km,114g CO2/km,3571 mm / 1627 mm / 1488 mm,C,12.200€
29.486,2021,Gasolina,Toda España,5,Sí,Manual ,False,Compacto,Opel,Corsa,Corsa 1.2T 74 kW (100 CV) GS Line +,100 CV,Turismo,188 km/h,9.9 s,5.2 l/100km,g CO2/km,4060 mm / 1765 mm / 1435 mm,C,17.900€
1,2023,Gasolina,Toda España,5,Sí,Manual ,False,Todo,Peugeot,2008,2008 Active Pack Puretech 100,100 CV,Todoterreno,188 km/h,10.9 s,5.4 l/100km,g CO2/km,4300 mm / 1770 mm / 1530 mm,C,23.900€
1,2023,Diésel,La Puebla de Montalban,5,No,Manual ,Blanco,Monovolumen,Peugeot,Rifter,Rifter Active Long BlueHDi 130 7 plazas,130 CV,Vehículo comercial,186 km/h, s,4.5 l/100km,119g CO2/km,4753 mm / 1848 mm / 1879 mm,C,28.990€
63.055,2017,Diésel,Noain,5,No,Automático ,Gris,Todoterreno/SUV,Land Rover,Range Rover Sport,Range Rover Sport 3.0 SDV6 306 CV HSE,306 CV,Todoterreno,210 km/h,7.2 s,7 l/100km,185g CO2/km,4850 mm / 1983 mm / 1780 mm,C,62.900€
15.572,2023,Híbrido Enchufable (PHEV),Barakaldo,5,No,Automático ,Negro,Berlina,Opel,Astra,Astra Ultimate PHEV 1.6 Turbo 132 kW (180 CV) AT8,181 CV,Turismo,225 km/h,7.6 s,1.1 l/100km,g CO2/km,4374 mm / 1860 mm / 1442 mm,Cero,29.660€
327.000,2010,Diésel,Berriatua,5,Sí,Manual ,Negro,monovolumen,Peugeot,3008,3008 Premium 1.6 HDI 110 FAP,110 CV,Monovolumen,180 km/h,12.2 s,5.1 l/100km,137g CO2/km,4365 mm / 1837 mm / 1639 mm,B,6.400€
180.000,2009,Gasolina,Berriatua,5,Sí,Manual ,Rojo,berlina,Toyota,URBAN CRUISER,Urban Cruiser 1.33 VVT-i Live,100 CV,Monovolumen,175 km/h,12.5 s,5.5 l/100km,129g CO2/km,3930 mm / 1725 mm / 1525 mm,C,7.300€
15.425,2023,Gasolina,Alcalá de Henares,False,No,Manual ,Urban green (urg),19.400€,KIA,Stonic,Stonic 1.2 DPi 62 kW (84 CV) Concept,84 CV,Todoterreno,165 km/h,13.5 s,6.7 l/100km,156g CO2/km,4140 mm / 1760 mm / 1500 mm,C,19.400€
9.134,2022,Eléctrico,Alcalá de Henares,False,No,Manual ,Cityscape green (cge),4x4,False,False,False,204 CV,False,False,False,False,False,False,False,34.900€
4.561,2020,Eléctrico,Córdoba,5,No,Automático ,Blanco,puertas:,Smart,Forfour,EQ forfour,82 CV,Turismo,130 km/h,12.7 s,17.9 l/100km,0g CO2/km,3495 mm / 1665 mm / 1554 mm,Cero,21.400€
13.036,2023,Diésel,Peligros,4,No,Automático ,Inval. black - non-metall,puertas:,Mercedes-Benz,Clase C,C 200 d Berlina,163 CV,Turismo,230 km/h,7.7 s,4.6 l/100km,g CO2/km,4751 mm / 1820 mm / 1437 mm,ECO,45.900€
84.600,2017,Gasolina,San Martiño   Foz,3,No,Manual ,Blanco,4x4,Suzuki,Jimny,Jimny 1.3 JX,85 CV,Todoterreno,140 km/h,14.1 s,7.1 l/100km,162g CO2/km,3665 mm / 1600 mm / 1670 mm,C,14.900€
99.000,2019,Híbrido,San Martiño   Foz,5,No,Automático ,Blanco,Berlina,Hyundai,IONIQ,IONIQ Híbrido 1.6 GDI 104 kW (141 CV) 6DCT Tecno,141 CV,Turismo,185 km/h,10.8 s,3.9 l/100km,92g CO2/km,4470 mm / 1820 mm / 1450 mm,ECO,16.900€
131.000,2019,Gasolina,San Martiño   Foz,3,No,Manual ,Blanco,Berlina,Fiat,500,500 Lounge 1.2 69 CV,69 CV,Turismo,160 km/h,12.9 s,5.1 l/100km,119g CO2/km,3546 mm / 1627 mm / 1488 mm,C,9.900€
77.011,2019,Híbrido,Figueres,5,No,Automático ,Corris grey,4x4,False,False,False,150 CV,False,False,False,False,False,False,False,34.900€
34.317,2021,Híbrido,Figueres,5,No,Manual ,Signal red/black,4x4,False,False,False,100 CV,False,False,False,False,False,False,False,17.650€
14.550,2023,Híbrido Enchufable (PHEV),Figueres,5,No,Automático ,Blue flame m,4x4,KIA,Sportage,Sportage GT-line PHEV 1.6 T-GDI 198 kW (265 CV) 4x4,265 CV,Todoterreno,191 km/h,8.2 s,1.1 l/100km,g CO2/km,4515 mm / 1865 mm / 1650 mm,Cero,37.585€
15.096,2023,Híbrido,Figueres,5,No,Automático ,Dark penta metal,4x4,KIA,Sportage,Sportage Tech HEV 1.6 T-GDI 169 kW (230 CV) 4x2,230 CV,Todoterreno,193 km/h,8 s,5.7 l/100km,g CO2/km,4515 mm / 1865 mm / 1645 mm,ECO,33.990€
105.530,2020,Híbrido,Figueres,5,No,Manual ,Sparkling silver,4x4,False,False,False,115 CV,False,False,False,False,False,False,False,18.800€
124.403,2017,Gasolina,Figueres,5,No,Manual ,New infra red,4x4,KIA,Sportage,Sportage 1.6 GDi 135 CV X-Tech 4x2 Eco-Dynamics,132 CV,Todoterreno,178 km/h,11.1 s,6.4 l/100km,149g CO2/km,4440 mm / 1855 mm / 1630 mm,C,16.950€
116.974,2016,Gasolina,Figueres,5,No,Manual ,Cassa white,4x4,KIA,Sportage,Sportage 1.6 GDi 135 CV X-Tech 4x2 Eco-Dynamics,132 CV,Todoterreno,178 km/h,11.1 s,6.4 l/100km,149g CO2/km,4440 mm / 1855 mm / 1630 mm,C,14.990€
14.905,2023,Gasolina,Figueres,5,No,Manual ,Astro grey,Berlina,KIA,Picanto,Picanto 1.0 DPi 49 kW (67 CV) Concept,67 CV,Turismo,161 km/h,14.6 s,5.1 l/100km,g CO2/km,3595 mm / 1595 mm / 1485 mm,C,13.490€
49.834,2019,Gasolina,Figueres,5,No,Manual ,Blue flame m,Familiar,KIA,Ceed,cee'd SW 1.0 T-GDi Tech Eco-Dynamics 88kW (120 CV),120 CV,Turismo familiar,187 km/h,11.4 s,5.2 l/100km,120g CO2/km,4505 mm / 1780 mm / 1485 mm,C,17.890€
93.263,2017,Diésel,Figueres,5,No,Automático ,Ammonite grey,4x4,Jaguar,F-pace,F-PACE 2.0 i4D 132 kW (180 CV) RWD Auto Prestige,180 CV,Todoterreno,208 km/h,8.5 s,5.1 l/100km,134g CO2/km,4731 mm / 1936 mm / 1652 mm,C,28.600€
10,2023,Diésel,Siero,4,No,Automático ,Gris montaña,Berlina,Mercedes-Benz,CLA,CLA 200 d Coupé 7G-DCT,150 CV,Turismo,220 km/h,9 s,4 l/100km,105g CO2/km,4630 mm / 1777 mm / 1432 mm,C,49.200€
4,0,Híbrido Enchufable (PHEV),Siero,5,No,Automático ,Blanco polar,puertas:,Mercedes-Benz,Clase A,A 250 e,218 CV,Turismo,235 km/h,6.6 s,1.4 l/100km,33g CO2/km,4419 mm / 1796 mm / 1452 mm,Cero,46.130€
48.620,2021,Híbrido,Valencia,5,No,Automático ,Blanco taffeta,Berlina,Honda,Jazz,Jazz 1.5 i-MMD Crosstar,109 CV,Monovolumen,173 km/h,9.9 s,4.8 l/100km,g CO2/km,4090 mm / 1725 mm / 1556 mm,ECO,22.490€
44.082,2020,Gasolina,Valencia,5,No,Manual ,Gris pulido,Berlina,Honda,Jazz,Jazz 1.4 i-VTEC Elegance,102 CV,Monovolumen,182 km/h,11.4 s,5.4 l/100km,128g CO2/km,3900 mm / 1695 mm / 1525 mm,C,19.990€
30.215,2020,Híbrido,Valencia,5,No,Automático ,Negro cristal,4x4,Honda,CR-V,CR-V 2.0­ i­-MMD 4x2 Sport Line,184 CV,Todoterreno,180 km/h,8.6 s,6.6 l/100km,g CO2/km,4600 mm / 1932 mm / 1679 mm,ECO,28.990€
124.519,2019,Diésel,Badajoz,5,No,Automático ,Blanco polar - pintura un,Berlina,Mercedes-Benz,Clase A,A 200 d 8G-DCT,150 CV,Turismo,220 km/h,8.1 s,4.2 l/100km,107g CO2/km,4419 mm / 1796 mm / 1440 mm,C,29.900€
36.000,2019,Gasolina,Málaga,False,No,Manual ,Aurora black (abp),9.900€,KIA,Picanto,Picanto 1.0 CVVT Concept,67 CV,Turismo,161 km/h,14.3 s,4.9 l/100km,113g CO2/km,3595 mm / 1595 mm / 1485 mm,C,9.900€
72.165,2018,Híbrido Enchufable (PHEV),Málaga,5,No,Automático ,Deep cerulean blue (c3u),4x4,KIA,Niro,Niro 1.6 PHEV Concept,141 CV,Todoterreno,172 km/h,10.8 s,1.3 l/100km,29g CO2/km,4355 mm / 1805 mm / 1535 mm,Cero,20.900€
29.000,2018,Híbrido Enchufable (PHEV),Málaga,5,No,Automático ,Clear white (ud),4x4,KIA,Niro,Niro 1.6 PHEV Concept,141 CV,Todoterreno,172 km/h,10.8 s,1.3 l/100km,29g CO2/km,4355 mm / 1805 mm / 1535 mm,Cero,20.900€
8.400,2023,Gasolina,Huesca,5,No,Automático ,Verde forest,4x4,False,False,False,163 CV,False,False,False,False,False,False,False,36.500€
180.000,1999,Diésel,Puerto Lumbreras,4,No,Automático ,plata,Turismo,False,False,False,184 CV,False,False,False,False,False,False,False,2.000€
92.135,2020,Híbrido,Granada,5,No,Manual ,Gris,4x4,False,False,False,136 CV,False,False,False,False,False,False,False,23.990€
15.257,2023,Eléctrico,Sabadell,5,No,Automático ,Gris zinc / negro,Berlina,Renault,Megane,Megane E-TECH techno EV60 160 kW (220 CV) super charge,218 CV,Turismo,160 km/h,7.4 s,16.1 l/100km,0g CO2/km,4199 mm / 1768 mm / 1505 mm,Cero,36.000€
4.323,2023,Eléctrico,Sabadell,5,No,Automático ,Blanco glaciar,Berlina,Renault,Megane,Megane E-TECH equilibre EV40 96 kW (130 CV) standard charge,130 CV,Turismo,150 km/h,10 s,15.8 l/100km,0g CO2/km,4199 mm / 1768 mm / 1505 mm,Cero,25.000€
8,2023,Híbrido Enchufable (PHEV),Sabadell,5,No,Automático ,Gris highland,Berlina,Renault,Megane,Mégane Sport Tourer Zen E-TECH Híbrido enchufable 117 kW (160 CV),160 CV,Turismo familiar,183 km/h,9.8 s,1.3 l/100km,g CO2/km,4626 mm / 1814 mm / 1448 mm,Cero,32.500€
101,2023,Híbrido,Sabadell,5,No,Automático ,Rojo deseo / negro,4x4,Renault,Austral,Austral iconic E-Tech full hybrid 146 kW (200 CV),200 CV,Todoterreno,175 km/h,8.4 s,4.7 l/100km,g CO2/km,4510 mm / 1843 mm / 1618 mm,ECO,38.700€
5,2023,Híbrido,Sabadell,5,No,Automático ,Rojo deseo,4x4,Renault,Arkana,Arkana equilibre E-TECH full hybrid 105 kW (145 CV),140 CV,Todoterreno,172 km/h,10.8 s,4.7 l/100km,g CO2/km,4568 mm / 1821 mm / 1576 mm,ECO,25.900€
10,2023,Híbrido,Sabadell,5,No,Automático ,Rojo deseo,4x4,Renault,Arkana,Arkana equilibre E-TECH full hybrid 105 kW (145 CV),140 CV,Todoterreno,172 km/h,10.8 s,4.7 l/100km,g CO2/km,4568 mm / 1821 mm / 1576 mm,ECO,25.700€
132.680,2019,Diésel,Sabadell,5,No,Automático ,Azul claro,Monovolumen,Citroen,Berlingo,Berlingo Talla XL BlueHDi 130 S&S EAT8 Feel,130 CV,Vehículo comercial,184 km/h,11.2 s,4.4 l/100km,116g CO2/km,4750 mm / 1848 mm / 1801 mm,C,20.500€
16.817,2023,Gasolina,Leganés,False,No,Manual ,Signal red (beg),18.800€,KIA,Stonic,Stonic 1.2 DPi 62 kW (84 CV) Concept,84 CV,Todoterreno,165 km/h,13.5 s,6.7 l/100km,156g CO2/km,4140 mm / 1760 mm / 1500 mm,C,18.800€
16.585,2023,Gasolina,Leganés,False,No,Manual ,Urban green (urg),18.800€,KIA,Stonic,Stonic 1.2 DPi 62 kW (84 CV) Concept,84 CV,Todoterreno,165 km/h,13.5 s,6.7 l/100km,156g CO2/km,4140 mm / 1760 mm / 1500 mm,C,18.800€
17.531,2023,Gasolina,Leganés,False,No,Manual ,Infra red (aa9),28.000€,KIA,Sportage,Sportage Concept 1.6 T-GDI 110 kW (150 CV) 4x2,150 CV,Todoterreno,189 km/h,10.3 s,6.7 l/100km,g CO2/km,4515 mm / 1865 mm / 1645 mm,C,28.000€
19.067,2023,Híbrido Enchufable (PHEV),Leganés,False,No,Manual ,Cityscape green (cge),28.900€,False,False,False,141 CV,False,False,False,False,False,False,False,28.900€
1,0,Diésel,Barcelona,5,No,Manual ,Negro profundo,4x4,Volkswagen,T-Roc,T-Roc Advance Style 2.0 TDI 85 kW (115 CV),115 CV,Todoterreno,187 km/h,10.4 s,4.7 l/100km,g CO2/km,4234 mm / 1819 mm / 1573 mm,C,37.364€
1,0,Diésel,Barcelona,5,No,Automático ,Negro profundo,4x4,Volkswagen,T-Roc,T-Roc Sport 2.0 TDI 110 kW (150 CV) 4MOTION DSG 7 vel.,150 CV,Todoterreno,200 km/h,8.4 s,6.3 l/100km,g CO2/km,4234 mm / 1819 mm / 1573 mm,C,40.262€
1,0,Gasolina,Barcelona,5,No,Manual ,Negro profundo,4x4,Volkswagen,T-Roc,T-Roc Dark 1.0 TSI 81 kW (110 CV),110 CV,Todoterreno,185 km/h,10.8 s,6.3 l/100km,g CO2/km,4236 mm / 1819 mm / 1584 mm,C,32.824€
21.000,2019,Diésel,Málaga,5,No,Automático ,Blanco polar - pintura un,puertas:,Mercedes-Benz,GLC,GLC 220 d 4MATIC,194 CV,Todoterreno,215 km/h,7.9 s,5.2 l/100km,137g CO2/km,4658 mm / 1890 mm / 1644 mm,C,49.950€
12.000,2022,Diésel,Málaga,4,No,Automático ,Selenitgrey - metallic pa,puertas:,Mercedes-Benz,Clase C,C 220 d Berlina,200 CV,Turismo,240 km/h,6.9 s,4.4 l/100km,117g CO2/km,4686 mm / 1810 mm / 1442 mm,C,46.950€
132.214,2019,Diésel,Málaga,4,No,Automático ,Cavansitblau - metallic p,puertas:,Mercedes-Benz,Clase C,C 200 d Berlina,160 CV,Turismo,226 km/h,7.9 s,4.2 l/100km,112g CO2/km,4686 mm / 1810 mm / 1442 mm,C,70.000€
13.036,2023,Diésel,Motril,4,Sí,Automático ,Inval. black - non-metallic color paint,puertas:,Mercedes-Benz,Clase C,C 200 d Berlina,163 CV,Turismo,230 km/h,7.7 s,4.6 l/100km,g CO2/km,4751 mm / 1820 mm / 1437 mm,ECO,45.900€
252.000,2010,Diésel,Puerto Lumbreras,5,No,Automático ,negro,SUV/Todoterreno,False,False,False,150 CV,False,False,False,False,False,False,False,9.000€
295.000,2006,Diésel,Puerto Lumbreras,4,No,Manual ,plata,Furgoneta,False,False,False,130 CV,False,False,False,False,False,False,False,10.800€
64.000,2019,Gasolina,Toledo,5,No,Manual ,Negro,Berlina,SEAT,Leon,León 5p 1.5 EcoTSI 110 kW (150 CV) Start&Stop FR Edition,150 CV,Turismo,215 km/h,8.2 s,5.1 l/100km,117g CO2/km,4281 mm / 1816 mm / 1444 mm,C,17.990€
148.000,2016,Diésel,Toledo,5,Sí,Manual ,Negro,Berlina,Audi,A1,A1 1.6 TDI 105 CV Ambition,116 CV,Turismo,190 km/h,10.5 s,3.8 l/100km,99g CO2/km,3954 mm / 1740 mm / 1416 mm,B,14.490€
27.000,2021,Gasolina,Alcalá de Henares,3,Sí,Manual ,Rojo,Berlina,Toyota,Yaris,GR Yaris RZ,261 CV,Turismo,230 km/h,5.5 s,8.2 l/100km,170g CO2/km,3995 mm / 1805 mm / 1455 mm,C,37.900€
5.000,2023,Eléctrico,Alcalá de Henares,5,Sí,Automático ,Negro,Todoterreno,Tesla,Model X,Model X Plaid 6 plazas,1020 CV,Todoterreno,262 km/h,2.6 s,20.8 l/100km,0g CO2/km,5057 mm / 1999 mm / 1680 mm,Cero,94.900€
16.000,2022,Híbrido (Gasolina),Alcalá de Henares,4,Sí,Automático ,Blanco,Sedan,False,False,False,258 CV,False,False,False,False,False,False,False,57.400€
123.344,2020,Diésel,Alcalá de Henares,4,Sí,Automático ,Gris-negro,Sedan,BMW,3 Series,320d Berlina,190 CV,Turismo,240 km/h,6.8 s,4.5 l/100km,g CO2/km,4709 mm / 1827 mm / 1442 mm,ECO,24.999€
53.500,2020,Gasolina,Alcalá de Henares,5,Sí,Automático ,Rojo,Berlina,Audi,A1,A1 citycarver Black line edition 30 TFSI S tronic 7 vel.,115 CV,Turismo,198 km/h,9.9 s,6.4 l/100km,g CO2/km,4046 mm / 1756 mm / 1483 mm,C,20.990€
3,0,Diésel,Alcalá de Guadaira,5,Sí,Manual ,Azul,Vehículo,Mercedes-Benz,Citan,Citan Tourer Base 110 CDI 70 kW (95 CV),95 CV,Vehículo comercial,164 km/h,15.5 s,5.3 l/100km,g CO2/km,4498 mm / 1859 mm / 1811 mm,C,23.990€
3,0,Diésel,Alcalá de Guadaira,5,Sí,Manual ,Azul,Vehículo,Mercedes-Benz,Citan,Citan Tourer Base 110 CDI 70 kW (95 CV),95 CV,Vehículo comercial,164 km/h,15.5 s,5.3 l/100km,g CO2/km,4498 mm / 1859 mm / 1811 mm,C,23.990€
3,0,Diésel,Alcalá de Guadaira,5,Sí,Manual ,Azul,Vehículo,Mercedes-Benz,Citan,Citan Tourer Base 110 CDI 70 kW (95 CV),95 CV,Vehículo comercial,164 km/h,15.5 s,5.3 l/100km,g CO2/km,4498 mm / 1859 mm / 1811 mm,C,23.990€
3,0,Diésel,Alcalá de Guadaira,5,Sí,Manual ,Azul,Vehículo,Mercedes-Benz,Citan,Citan Tourer Base 110 CDI 70 kW (95 CV),95 CV,Vehículo comercial,164 km/h,15.5 s,5.3 l/100km,g CO2/km,4498 mm / 1859 mm / 1811 mm,C,23.990€
3,0,Diésel,Alcalá de Guadaira,5,Sí,Manual ,Azul,Vehículo,Mercedes-Benz,Citan,Citan Tourer Base 110 CDI 70 kW (95 CV),95 CV,Vehículo comercial,164 km/h,15.5 s,5.3 l/100km,g CO2/km,4498 mm / 1859 mm / 1811 mm,C,23.990€
3,0,Diésel,Alcalá de Guadaira,5,Sí,Manual ,Azul,Vehículo,Mercedes-Benz,Citan,Citan Tourer Base 110 CDI 70 kW (95 CV),95 CV,Vehículo comercial,164 km/h,15.5 s,5.3 l/100km,g CO2/km,4498 mm / 1859 mm / 1811 mm,C,23.990€
4,0,Diésel,Alcalá de Guadaira,5,Sí,Manual ,Rojo,Vehículo,Mercedes-Benz,Citan,Citan Tourer Base 110 CDI 70 kW (95 CV),95 CV,Vehículo comercial,164 km/h,15.5 s,5.3 l/100km,g CO2/km,4498 mm / 1859 mm / 1811 mm,C,23.990€
3,0,Diésel,Alcalá de Guadaira,4,Sí,Manual ,Blanco,Vehículo,Mercedes-Benz,Citan,Citan Tourer Select 108 CDI,75 CV,Vehículo comercial, km/h, s,4.6 l/100km,121g CO2/km,4321 mm / 1829 mm / 1809 mm,C,20.090€
3,0,Diésel,Alcalá de Guadaira,4,Sí,Manual ,Blanco,Vehículo,Mercedes-Benz,Citan,Citan Tourer Select 108 CDI,75 CV,Vehículo comercial, km/h, s,4.6 l/100km,121g CO2/km,4321 mm / 1829 mm / 1809 mm,C,20.090€
18.432,2023,Híbrido (Diésel),Olias del Rey,4,Sí,Automático ,Azul,Berlina,BMW,5 Series,520e Touring,190 CV,Turismo familiar,218 km/h,8.2 s,1.5 l/100km,g CO2/km,4963 mm / 1868 mm / 1498 mm,Cero,48.900€
67.000,2019,Gasolina,Rubi,5,Sí,Automático ,Gris-negro,Todoterreno,Volkswagen,Tiguan,Tiguan Sport  2.0 TSI 180 CV 4Motion DSG,189 CV,Todoterreno,202 km/h,7.9 s,8.6 l/100km,199g CO2/km,4426 mm / 1809 mm / 1703 mm,C,31.990€
45.000,2019,Gasolina,Rubi,5,Sí,Manual ,Blanco,Todoterreno,SEAT,Arona,Arona 1.0 TSI 70 kW (95 CV) Start/Stop Style,95 CV,Todoterreno,173 km/h,11.4 s,5 l/100km,115g CO2/km,4138 mm / 1780 mm / 1552 mm,C,14.890€
10.150,2021,Gasolina,Rubi,5,Sí,Manual ,Negro,Berlina,Peugeot,208,208 3p Allure 1.6 VTi 120,130 CV,Turismo,190 km/h,9.9 s,5.6 l/100km,129g CO2/km,3962 mm / 1739 mm / 1460 mm,C,18.480€
167.000,2014,Diésel,Rubi,5,Sí,Manual ,Blanco,Utilitario,Nissan,Note,Note 5p 1.5 dCi (86 CV) Tekna,90 CV,Monovolumen,168 km/h,13 s,5.1 l/100km,136g CO2/km,4083 mm / 1690 mm / 1550 mm,B,7.490€
91.000,2017,Diésel,Rubi,5,No,Manual ,Gris-negro,Todoterreno,Ford,KUGA,Kuga Trend 1.5 TDCi Auto-Start-Stop 88 kW (120 CV) 4x2,120 CV,Todoterreno,173 km/h,12.7 s,4.4 l/100km,115g CO2/km,4531 mm / 1838 mm / 1703 mm,C,22.990€
47.000,2021,Híbrido (Gasolina),Rubi,2,Sí,Manual ,Blanco,Utilitario,False,False,False,70 CV,False,False,False,False,False,False,False,13.400€
1,2023,Eléctrico,Sevilla,5,Sí,Automático ,Blanco,Todoterreno,Opel,Mokka,Mokka-e 100 kW (136 CV) Ultimate,136 CV,Todoterreno,150 km/h,9.2 s,16 l/100km,0g CO2/km,4151 mm / 1791 mm / 1534 mm,Cero,29.990€
1,2023,Gasolina,Sevilla,5,Sí,Automático ,Gris,Berlina,Citroen,C5 X,C5 X PureTech 180 EAT8 Shine,179 CV,Turismo,230 km/h,8.8 s,6.5 l/100km,g CO2/km,4805 mm / 1815 mm / 1485 mm,C,29.990€
3.500,2023,Gasolina,Lleida,5,Sí,Automático ,Blanco,Berlina,Citroen,C5 X,C5 X PureTech 130 EAT8 Shine,130 CV,Turismo,213 km/h,11.3 s,6.1 l/100km,g CO2/km,4805 mm / 1815 mm / 1485 mm,C,26.900€
